background,epsilon,T_K,nH_cm3,nHe_cm3,rho_g_g_cm3,nHI_cm3,nHII_cm3,nHeI_cm3,nHeII_cm3,nHeIII_cm3,ne_cm3,n_ions_cm3,n_neutral_cm3,n_tot_cm3,f_HI,f_HII,f_HeI,f_HeII,f_HeIII,mu,Lvol_erg_cm3_s,Lambda_per_nH_squared_erg_cm3_s,u_thermal_erg_cm3,tcool_s,tcool_freefree_s,L_excitation_HI_erg_cm3_s,L_excitation_HeII_erg_cm3_s,L_ionization_HI_erg_cm3_s,L_ionization_HeI_erg_cm3_s,L_ionization_HeII_erg_cm3_s,L_recombination_HII_erg_cm3_s,L_recombination_HeII_erg_cm3_s,L_recombination_HeIII_erg_cm3_s,L_dielectronic_HeII_erg_cm3_s,L_freefree_erg_cm3_s,tau_H_s,tau_He_s,tau_chem_s,M200m_Msun_phys,z,a,rho_m_mean_g_cm3,rho_total_mean_g_cm3,R200m_kpc_phys,V200_km_s,Tchar_K,Tchar_root_relative_residual,tdyn_s,tff_s,tcool_Gyr,tdyn_Gyr,tff_Gyr,tcool_over_tdyn,tcool_over_tff,tauchem_over_tcool,tauchem_over_tdyn,temperature_regime,CIE_relaxation_slower_than_cooling,CIE_relaxation_slower_than_dynamics,warnings,background_E,background_age_Gyr,background_H_s_inv,background_Hubble_time_Gyr,tcool_over_Hubble_time
reference,0.0,13660.265857245082,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,3.397900121738953e-05,4.0168568778611545e-06,2.999658405415446e-06,1.4602104345328286e-11,3.646802268912233e-29,4.0168714799655e-06,4.0168714799655e-06,3.6978659622804976e-05,4.501240258273598e-05,0.8942817170284346,0.10571828297156535,0.9999951321012961,4.867898703866289e-06,1.2157332681829561e-23,1.1106838839236883,1.3066608912365468e-32,9.050871075749534e-24,1.273403056367204e-16,9745474628555926.0,3.706974483290133e+19,1.2911709919156872e-32,4.734673297922721e-50,1.4219600220935135e-34,8.180188765253697e-40,2.0729185817933765e-56,9.266989051321972e-36,2.9297936610282734e-41,3.3653055337476164e-58,5.2020988888696937e-51,3.435154631107664e-36,5.484299682984583e+17,7.035190944044982e+17,7.035190944044982e+17,1778279410.0389228,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,37.6683774873184,14.24925266648202,13660.265857245082,3.1086244689504383e-15,8.157092211381848e+16,9.060251452733269e+16,0.3088154558190713,2.584826543013996,2.871020436513952,0.11947240972656602,0.10756295980743383,72.18931054861767,8.624630887742764,low_temperature_sensitive,True,True,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,0.02128689639852793
clock,0.0001,13660.265857245082,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,3.397900121738953e-05,4.0168568778611545e-06,2.999658405415446e-06,1.4602104345328286e-11,3.646802268912233e-29,4.0168714799655e-06,4.0168714799655e-06,3.6978659622804976e-05,4.501240258273598e-05,0.8942817170284346,0.10571828297156535,0.9999951321012961,4.867898703866289e-06,1.2157332681829561e-23,1.1106838839236883,1.3066608912365468e-32,9.050871075749534e-24,1.273403056367204e-16,9745474628555926.0,3.706974483290133e+19,1.2911709919156872e-32,4.734673297922721e-50,1.4219600220935135e-34,8.180188765253697e-40,2.0729185817933765e-56,9.266989051321972e-36,2.9297936610282734e-41,3.3653055337476164e-58,5.2020988888696937e-51,3.435154631107664e-36,5.484299682984583e+17,7.035190944044982e+17,7.035190944044982e+17,1778279410.0389228,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,37.6683774873184,14.24925266648202,13660.265857245082,3.1086244689504383e-15,8.157092211381848e+16,9.060251452733269e+16,0.3088154558190713,2.584826543013996,2.871020436513952,0.11947240972656602,0.10756295980743383,72.18931054861767,8.624630887742764,low_temperature_sensitive,True,True,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,0.021286896398528297
reference,0.0,15898.144763418082,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,2.222266851580564e-05,1.5773189579445048e-05,2.9993516599156936e-06,3.2134760409801555e-10,6.3512899182605565e-25,1.5773510927049146e-05,1.5773510927049146e-05,2.5222020175721333e-05,5.676904202981963e-05,0.5848708156582828,0.4151291843417171,0.9998928724553335,0.0001071275446665149,2.1173274228019841e-19,0.8806657350157279,1.120949638332919e-31,7.764501659920462e-23,1.869100073523612e-16,1667425555623841.8,3.2430244783333565e+18,1.09927175598057e-31,4.9685803497177975e-46,1.9613261353907135e-33,6.419558781381056e-38,1.2681225621938507e-51,1.4876075518818398e-34,2.67587723428247e-39,2.3960218823231352e-53,4.544896786173633e-47,5.763447319041431e-35,1.0211217191368696e+17,1.9726463820460614e+17,1.9726463820460614e+17,3162277660.1683793,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,45.6362811815487,17.26336372023013,15898.144763418082,7.016609515630989e-14,8.15709221138185e+16,9.060251452733269e+16,0.05283752742996431,2.5848265430139965,2.871020436513952,0.020441420942835856,0.018403744800270613,118.30491474673518,2.418320561944323,low_temperature_sensitive,True,True,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,0.0036421330317579514
clock,0.0001,15898.144763418082,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,2.222266851580564e-05,1.5773189579445048e-05,2.9993516599156936e-06,3.2134760409801555e-10,6.3512899182605565e-25,1.5773510927049146e-05,1.5773510927049146e-05,2.5222020175721333e-05,5.676904202981963e-05,0.5848708156582828,0.4151291843417171,0.9998928724553335,0.0001071275446665149,2.1173274228019841e-19,0.8806657350157279,1.120949638332919e-31,7.764501659920462e-23,1.869100073523612e-16,1667425555623841.8,3.2430244783333565e+18,1.09927175598057e-31,4.9685803497177975e-46,1.9613261353907135e-33,6.419558781381056e-38,1.2681225621938507e-51,1.4876075518818398e-34,2.67587723428247e-39,2.3960218823231352e-53,4.544896786173633e-47,5.763447319041431e-35,1.0211217191368696e+17,1.9726463820460614e+17,1.9726463820460614e+17,3162277660.1683793,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,45.6362811815487,17.26336372023013,15898.144763418082,7.016609515630989e-14,8.15709221138185e+16,9.060251452733269e+16,0.05283752742996431,2.5848265430139965,2.871020436513952,0.020441420942835856,0.018403744800270613,118.30491474673518,2.418320561944323,low_temperature_sensitive,True,True,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,0.0036421330317580143
reference,0.0,18677.70681817923,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,8.07153564031748e-06,2.992432245493321e-05,2.9942357102151826e-06,5.437297304604049e-09,4.731108352273893e-21,2.9929759752237825e-05,2.9929759752237818e-05,1.1065771350532663e-05,7.092529085500831e-05,0.21243198719405643,0.7875680128059436,0.9981873699930032,0.0018126300069952457,1.577208029146383e-15,0.7048903081346977,2.3107914990733044e-31,1.600620029367992e-22,2.743463719029929e-16,1187239835411433.2,1.2087773771147564e+18,2.240234220738178e-31,1.2309541668747447e-42,6.268263266882386e-33,1.8605082953799843e-36,1.59131001744682e-47,5.585510779137592e-34,9.111076841090385e-38,3.532331499059527e-49,9.339428253782854e-44,2.2696186832833785e-34,2.2016326846532908e+16,1.1497129453311568e+17,1.1497129453311568e+17,5623413251.903491,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,55.28961688839761,20.91504262802413,18677.70681817923,7.027711745877241e-14,8.15709221138185e+16,9.060251452733269e+16,0.03762136016083077,2.5848265430139965,2.871020436513952,0.014554694303379823,0.013103828758011683,96.8391483370947,1.4094642006460658,low_temperature_sensitive,True,True,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,0.002593270450117975
clock,0.0001,18677.70681817923,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,8.07153564031748e-06,2.992432245493321e-05,2.9942357102151826e-06,5.437297304604049e-09,4.731108352273893e-21,2.9929759752237825e-05,2.9929759752237818e-05,1.1065771350532663e-05,7.092529085500831e-05,0.21243198719405643,0.7875680128059436,0.9981873699930032,0.0018126300069952457,1.577208029146383e-15,0.7048903081346977,2.3107914990733044e-31,1.600620029367992e-22,2.743463719029929e-16,1187239835411433.2,1.2087773771147564e+18,2.240234220738178e-31,1.2309541668747447e-42,6.268263266882386e-33,1.8605082953799843e-36,1.59131001744682e-47,5.585510779137592e-34,9.111076841090385e-38,3.532331499059527e-49,9.339428253782854e-44,2.2696186832833785e-34,2.2016326846532908e+16,1.1497129453311568e+17,1.1497129453311568e+17,5623413251.903491,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,55.28961688839761,20.91504262802413,18677.70681817923,7.027711745877241e-14,8.15709221138185e+16,9.060251452733269e+16,0.03762136016083077,2.5848265430139965,2.871020436513952,0.014554694303379823,0.013103828758011683,96.8391483370947,1.4094642006460658,low_temperature_sensitive,True,True,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,0.0025932704501180196
reference,0.0,24812.16816405347,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,9.098446592126537e-07,3.708601343603803e-05,2.7154069410334247e-06,2.842660650485931e-07,1.4377733533854432e-15,3.7370279503962174e-05,3.73702795025244e-05,3.6252516002460783e-06,7.836581060673266e-05,0.023945890547643144,0.9760541094523568,0.9052343152824496,0.09476568423824028,4.793100280534351e-10,0.6379637974552472,1.5368988367130583e-31,1.064566431952782e-22,4.0268540375400966e-16,2620116523838528.5,9.719936244739995e+17,1.4438759263097673e-31,3.625030624763852e-38,7.850652638342257e-33,1.0140122916715013e-34,4.887142930823394e-42,9.293142347724703e-34,6.596556460910083e-36,1.4411290078207816e-43,2.014048584781582e-39,4.1428811220024764e-34,2455744824176550.0,1.0001581799134542e+17,1.0001581799134542e+17,10000000000.0,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,66.98490009527202,25.339152625247195,24812.16816405347,8.659739592076221e-15,8.15709221138185e+16,9.060251452733269e+16,0.08302648249038357,2.5848265430139965,2.871020436513952,0.03212071723527407,0.02891880581358589,38.17227863011987,1.2261209681041754,low_temperature_sensitive,True,True,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,0.005723081852944749
clock,0.0001,24812.16816405347,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,9.098446592126537e-07,3.708601343603803e-05,2.7154069410334247e-06,2.842660650485931e-07,1.4377733533854432e-15,3.7370279503962174e-05,3.73702795025244e-05,3.6252516002460783e-06,7.836581060673266e-05,0.023945890547643144,0.9760541094523568,0.9052343152824496,0.09476568423824028,4.793100280534351e-10,0.6379637974552472,1.5368988367130583e-31,1.064566431952782e-22,4.0268540375400966e-16,2620116523838528.5,9.719936244739995e+17,1.4438759263097673e-31,3.625030624763852e-38,7.850652638342257e-33,1.0140122916715013e-34,4.887142930823394e-42,9.293142347724703e-34,6.596556460910083e-36,1.4411290078207816e-43,2.014048584781582e-39,4.1428811220024764e-34,2455744824176550.0,1.0001581799134542e+17,1.0001581799134542e+17,10000000000.0,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,66.98490009527202,25.339152625247195,24812.16816405347,8.659739592076221e-15,8.15709221138185e+16,9.060251452733269e+16,0.08302648249038357,2.5848265430139965,2.871020436513952,0.03212071723527407,0.02891880581358589,38.17227863011987,1.2261209681041754,low_temperature_sensitive,True,True,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,0.005723081852944848
reference,0.0,35096.71422426055,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,9.919022204346403e-08,3.789666787320723e-05,5.729920504060111e-07,2.426650016387036e-06,3.094072674414428e-11,4.032337977104775e-05,4.032334883032101e-05,6.721822724494751e-07,8.131891087381824e-05,0.0026105535449365822,0.9973894464550634,0.19101817063713086,0.8089715146630113,1.031469985781113e-05,0.6147961106230986,7.390829666797426e-32,5.1194190402151227e-23,5.910613407122383e-16,7997225850942326.0,1.0115073180548684e+18,6.464930607960474e-32,7.35602256219726e-35,6.662530359158253e-33,7.510684037426246e-34,8.734492683697745e-38,1.1155724285990799e-33,6.895320331687284e-35,3.6432355258324575e-39,2.8777929164932677e-36,5.843371868518471e-34,322360844550748.5,3.08708891520701e+16,3.08708891520701e+16,17782794100.38923,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,81.15405917589482,30.69908425169818,35096.71422426055,4.440892098500626e-16,8.15709221138185e+16,9.060251452733269e+16,0.25341679503328285,2.5848265430139965,2.871020436513952,0.09804015504181188,0.08826715122271521,3.8601997401927237,0.37845458102085655,declared_main_temperature_range,True,False,"[""local_CIE_relaxation_slower_than_instantaneous_cooling""]",1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,0.017468222395840772
clock,0.0001,35096.71422426055,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,9.919022204346403e-08,3.789666787320723e-05,5.729920504060111e-07,2.426650016387036e-06,3.094072674414428e-11,4.032337977104775e-05,4.032334883032101e-05,6.721822724494751e-07,8.131891087381824e-05,0.0026105535449365822,0.9973894464550634,0.19101817063713086,0.8089715146630113,1.031469985781113e-05,0.6147961106230986,7.390829666797426e-32,5.1194190402151227e-23,5.910613407122383e-16,7997225850942326.0,1.0115073180548684e+18,6.464930607960474e-32,7.35602256219726e-35,6.662530359158253e-33,7.510684037426246e-34,8.734492683697745e-38,1.1155724285990799e-33,6.895320331687284e-35,3.6432355258324575e-39,2.8777929164932677e-36,5.843371868518471e-34,322360844550748.5,3.08708891520701e+16,3.08708891520701e+16,17782794100.38923,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,81.15405917589482,30.69908425169818,35096.71422426055,4.440892098500626e-16,8.15709221138185e+16,9.060251452733269e+16,0.25341679503328285,2.5848265430139965,2.871020436513952,0.09804015504181188,0.08826715122271521,3.8601997401927237,0.37845458102085655,declared_main_temperature_range,True,False,"[""local_CIE_relaxation_slower_than_instantaneous_cooling""]",1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,0.017468222395841074
reference,0.0,51119.35374961179,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,1.6228403779735737e-08,3.797962969147095e-05,4.244601316800382e-08,2.941432525077983e-06,1.5794469273804895e-08,4.095265115509654e-05,4.093685668582274e-05,5.867441694773955e-08,8.194818225786702e-05,0.00042710981126030194,0.9995728901887397,0.014150213393792313,0.980584389599864,0.005265397006343761,0.6100751566155743,4.1816613233829704e-32,2.8965187352145085e-23,8.67559403017141e-16,2.074676392767466e+16,1.170095379410523e+18,2.870198440668647e-32,4.976217380786819e-33,5.07805681185686e-33,8.095303093684416e-34,3.390945941825176e-35,1.238440145824667e-33,9.73629422169959e-35,2.0601048498444774e-36,1.3760835265868331e-34,7.414433201626733e-34,69349059138312.63,4.0378484334609976e+16,4.0378484334609976e+16,31622776601.683792,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,98.32038730157775,37.19278966550167,51119.35374961179,2.220446049250313e-16,8.157092211381848e+16,9.060251452733269e+16,0.6574252771970828,2.584826543013996,2.871020436513952,0.25434019121085877,0.2289866240016533,1.946254580973375,0.49501076226977797,declared_main_temperature_range,True,False,"[""local_CIE_relaxation_slower_than_instantaneous_cooling""]",1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,0.045316850247504856
clock,0.0001,51119.35374961179,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,1.6228403779735737e-08,3.797962969147095e-05,4.244601316800382e-08,2.941432525077983e-06,1.5794469273804895e-08,4.095265115509654e-05,4.093685668582274e-05,5.867441694773955e-08,8.194818225786702e-05,0.00042710981126030194,0.9995728901887397,0.014150213393792313,0.980584389599864,0.005265397006343761,0.6100751566155743,4.1816613233829704e-32,2.8965187352145085e-23,8.67559403017141e-16,2.074676392767466e+16,1.170095379410523e+18,2.870198440668647e-32,4.976217380786819e-33,5.07805681185686e-33,8.095303093684416e-34,3.390945941825176e-35,1.238440145824667e-33,9.73629422169959e-35,2.0601048498444774e-36,1.3760835265868331e-34,7.414433201626733e-34,69349059138312.63,4.0378484334609976e+16,4.0378484334609976e+16,31622776601.683792,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,98.32038730157775,37.19278966550167,51119.35374961179,2.220446049250313e-16,8.157092211381848e+16,9.060251452733269e+16,0.6574252771970828,2.584826543013996,2.871020436513952,0.25434019121085877,0.2289866240016533,1.946254580973375,0.49501076226977797,declared_main_temperature_range,True,False,"[""local_CIE_relaxation_slower_than_instantaneous_cooling""]",1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,0.04531685024750564
reference,0.0,74265.16189345333,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,4.163281588202508e-09,3.7991694813662486e-05,8.796410346872863e-09,2.1735780806600427e-06,8.172985165128756e-07,4.179986992734828e-05,4.0982571410835405e-05,1.295969193507537e-08,8.279540103011876e-05,0.00010957198486650047,0.9998904280151334,0.0029324564126894507,0.7246050070161528,0.27246253657115765,0.6038324532922206,7.7668541490814e-32,5.379880582555843e-23,1.273403056367199e-15,1.6395351733466076e+16,1.2965203341052157e+18,1.4244897806049033e-32,5.351171114891152e-32,3.863938432495419e-33,1.0827775994697286e-33,1.3347232946875932e-33,1.369012588453909e-33,8.415059905701063e-35,1.1780384772184033e-34,1.0773564209219855e-33,9.821697530459707e-34,23388687638981.664,3.882448119873659e+16,3.882448119873659e+16,56234132519.034904,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,119.1178686229365,45.06009338131079,74265.16189345333,6.661338147750939e-16,8.15709221138185e+16,9.060251452733269e+16,0.5195373454719648,2.5848265430139965,2.871020436513952,0.20099505201852594,0.18095912479912438,2.368017583879481,0.4759598174526403,declared_main_temperature_range,True,False,"[""local_CIE_relaxation_slower_than_instantaneous_cooling""]",1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,0.035812124813815564
clock,0.0001,74265.16189345333,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,4.163281588202508e-09,3.7991694813662486e-05,8.796410346872863e-09,2.1735780806600427e-06,8.172985165128756e-07,4.179986992734828e-05,4.0982571410835405e-05,1.295969193507537e-08,8.279540103011876e-05,0.00010957198486650047,0.9998904280151334,0.0029324564126894507,0.7246050070161528,0.27246253657115765,0.6038324532922206,7.7668541490814e-32,5.379880582555843e-23,1.273403056367199e-15,1.6395351733466076e+16,1.2965203341052157e+18,1.4244897806049033e-32,5.351171114891152e-32,3.863938432495419e-33,1.0827775994697286e-33,1.3347232946875932e-33,1.369012588453909e-33,8.415059905701063e-35,1.1780384772184033e-34,1.0773564209219855e-33,9.821697530459707e-34,23388687638981.664,3.882448119873659e+16,3.882448119873659e+16,56234132519.034904,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,119.1178686229365,45.06009338131079,74265.16189345333,6.661338147750939e-16,8.15709221138185e+16,9.060251452733269e+16,0.5195373454719648,2.5848265430139965,2.871020436513952,0.20099505201852594,0.18095912479912438,2.368017583879481,0.4759598174526403,declared_main_temperature_range,True,False,"[""local_CIE_relaxation_slower_than_instantaneous_cooling""]",1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,0.03581212481381618
reference,0.0,106648.02920363727,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,1.4848454472207659e-09,3.799437324980347e-05,1.155420052670794e-09,3.6067357492591343e-07,2.6378440125412074e-06,4.36307348498118e-05,4.099289083727059e-05,2.64026549989156e-09,8.462626595258228e-05,3.907913971829379e-05,0.9999609208602818,0.00038518200142959106,0.12023763057564993,0.8793771874229206,0.5907687118481958,6.990054796524622e-32,4.8418136029079215e-23,1.8691000735234854e-15,2.6739419474261936e+16,1.3342894180484495e+18,7.879909935176036e-33,5.099008013851098e-32,3.009856271033882e-33,5.232245124629913e-34,3.355402180081779e-33,1.5314072660239902e-33,1.6631558548861592e-35,4.25285445387825e-34,7.679300802345582e-34,1.4008205777853336e-33,10709430506725.496,8264257134052422.0,8264257134052422.0,100000000000.0,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,144.31459247357407,54.591549431845024,106648.02920363727,2.4424906541753444e-15,8.15709221138185e+16,9.060251452733269e+16,0.8473210723965681,2.5848265430139965,2.871020436513952,0.3278057766338791,0.2951288892340319,0.30906643811049056,0.10131376377627609,declared_main_temperature_range,False,False,[],1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,0.05840651931282462
clock,0.0001,106648.02920363727,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,1.4848454472207659e-09,3.799437324980347e-05,1.155420052670794e-09,3.6067357492591343e-07,2.6378440125412074e-06,4.36307348498118e-05,4.099289083727059e-05,2.64026549989156e-09,8.462626595258228e-05,3.907913971829379e-05,0.9999609208602818,0.00038518200142959106,0.12023763057564993,0.8793771874229206,0.5907687118481958,6.990054796524622e-32,4.8418136029079215e-23,1.8691000735234854e-15,2.6739419474261936e+16,1.3342894180484495e+18,7.879909935176036e-33,5.099008013851098e-32,3.009856271033882e-33,5.232245124629913e-34,3.355402180081779e-33,1.5314072660239902e-33,1.6631558548861592e-35,4.25285445387825e-34,7.679300802345582e-34,1.4008205777853336e-33,10709430506725.496,8264257134052422.0,8264257134052422.0,100000000000.0,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,144.31459247357407,54.591549431845024,106648.02920363727,2.4424906541753444e-15,8.15709221138185e+16,9.060251452733269e+16,0.8473210723965681,2.5848265430139965,2.871020436513952,0.3278057766338791,0.2951288892340319,0.30906643811049056,0.10131376377627609,declared_main_temperature_range,False,False,[],1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,0.058406519312825624
reference,0.0,155944.21855627472,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,6.196231506595035e-10,3.799523847210003e-05,1.1366180503336531e-10,4.144959712412543e-08,2.9581097485906326e-06,4.395290756640542e-05,4.099479781781479e-05,7.332849556928688e-10,8.494843866917591e-05,1.6307649878736483e-05,0.9999836923501212,3.789139841190353e-05,0.013818038506269404,0.9861440700953187,0.5885281814304928,3.215695320758527e-32,2.227421357926567e-23,2.7434637190301215e-15,8.531479028252546e+16,1.5614498607483392e+18,4.2524458664494026e-33,1.868149735119447e-32,2.2078486546269253e-33,1.3203920435271226e-34,2.7600910411051803e-33,1.6425957312029362e-33,2.2116455072134702e-36,5.1153551243350885e-34,2.0969056153461913e-34,1.7569976391783028e-33,6092550090858.131,1294240370397068.8,1294240370397068.8,177827941003.89227,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,174.8411203254481,66.13917206407005,155944.21855627472,2.220446049250313e-16,8.157092211381848e+16,9.060251452733269e+16,2.70346256630813,2.584826543013996,2.871020436513952,1.045897092636553,0.9416382175219646,0.015170175840684925,0.01586644280655764,declared_main_temperature_range,False,False,[],1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,0.1863518372604252
clock,0.0001,155944.21855627472,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,6.196231506595035e-10,3.799523847210003e-05,1.1366180503336531e-10,4.144959712412543e-08,2.9581097485906326e-06,4.395290756640542e-05,4.099479781781479e-05,7.332849556928688e-10,8.494843866917591e-05,1.6307649878736483e-05,0.9999836923501212,3.789139841190353e-05,0.013818038506269404,0.9861440700953187,0.5885281814304928,3.215695320758527e-32,2.227421357926567e-23,2.7434637190301215e-15,8.531479028252546e+16,1.5614498607483392e+18,4.2524458664494026e-33,1.868149735119447e-32,2.2078486546269253e-33,1.3203920435271226e-34,2.7600910411051803e-33,1.6425957312029362e-33,2.2116455072134702e-36,5.1153551243350885e-34,2.0969056153461913e-34,1.7569976391783028e-33,6092550090858.131,1294240370397068.8,1294240370397068.8,177827941003.89227,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,174.8411203254481,66.13917206407005,155944.21855627472,2.220446049250313e-16,8.157092211381848e+16,9.060251452733269e+16,2.70346256630813,2.584826543013996,2.871020436513952,1.045897092636553,0.9416382175219646,0.015170175840684925,0.01586644280655764,declared_main_temperature_range,False,False,[],1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,0.18635183726042842
reference,0.0,228802.35239576554,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,2.9707529179681215e-10,3.7995561019958894e-05,1.6006002241436208e-11,7.640401253444108e-09,2.9920166002641057e-06,4.398723462174055e-05,4.0995218021476445e-05,3.1308129403824837e-10,8.498276572451103e-05,7.818623047072207e-06,0.9999921813769529,5.335915681913074e-06,0.002547078042936884,0.9974475860413812,0.5882904574722525,1.7399587263108193e-32,1.2052202843586665e-23,4.026854037540139e-15,2.3143388269204253e+17,1.875906542852314e+18,2.325351503882991e-33,6.96783134088257e-33,1.585109906435666e-33,3.612555504353858e-35,2.0042851889252076e-33,1.730262427202578e-33,4.69212705991152e-37,5.45008286866346e-34,5.852622160038745e-35,2.1466176195629187e-33,4068661987736.4,332095287422180.94,332095287422180.94,316227766016.83795,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,211.82485313988943,80.12943627441615,228802.35239576554,1.5543122344752192e-15,8.157092211381848e+16,9.060251452733269e+16,7.333697197887118,2.584826543013996,2.871020436513952,2.837210573261824,2.554386971481065,0.0014349467051204576,0.004071245963834979,declared_main_temperature_range,False,False,[],1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,0.505517614251342
clock,0.0001,228802.35239576554,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,2.9707529179681215e-10,3.7995561019958894e-05,1.6006002241436208e-11,7.640401253444108e-09,2.9920166002641057e-06,4.398723462174055e-05,4.0995218021476445e-05,3.1308129403824837e-10,8.498276572451103e-05,7.818623047072207e-06,0.9999921813769529,5.335915681913074e-06,0.002547078042936884,0.9974475860413812,0.5882904574722525,1.7399587263108193e-32,1.2052202843586665e-23,4.026854037540139e-15,2.3143388269204253e+17,1.875906542852314e+18,2.325351503882991e-33,6.96783134088257e-33,1.585109906435666e-33,3.612555504353858e-35,2.0042851889252076e-33,1.730262427202578e-33,4.69212705991152e-37,5.45008286866346e-34,5.852622160038745e-35,2.1466176195629187e-33,4068661987736.4,332095287422180.94,332095287422180.94,316227766016.83795,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,211.82485313988943,80.12943627441615,228802.35239576554,1.5543122344752192e-15,8.157092211381848e+16,9.060251452733269e+16,7.333697197887118,2.584826543013996,2.871020436513952,2.837210573261824,2.554386971481065,0.0014349467051204576,0.004071245963834979,declared_main_temperature_range,False,False,[],1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,0.5055176142513508
