background,epsilon,T_K,nH_cm3,nHe_cm3,rho_g_g_cm3,nHI_cm3,nHII_cm3,nHeI_cm3,nHeII_cm3,nHeIII_cm3,ne_cm3,n_ions_cm3,n_neutral_cm3,n_tot_cm3,f_HI,f_HII,f_HeI,f_HeII,f_HeIII,mu,Lvol_erg_cm3_s,Lambda_per_nH_squared_erg_cm3_s,u_thermal_erg_cm3,tcool_s,tcool_freefree_s,L_excitation_HI_erg_cm3_s,L_excitation_HeII_erg_cm3_s,L_ionization_HI_erg_cm3_s,L_ionization_HeI_erg_cm3_s,L_ionization_HeII_erg_cm3_s,L_recombination_HII_erg_cm3_s,L_recombination_HeII_erg_cm3_s,L_recombination_HeIII_erg_cm3_s,L_dielectronic_HeII_erg_cm3_s,L_freefree_erg_cm3_s,tau_H_s,tau_He_s,tau_chem_s,M200m_Msun_phys,z,a,rho_m_mean_g_cm3,rho_total_mean_g_cm3,R200m_kpc_phys,V200_km_s,Tchar_K,Tchar_root_relative_residual,tdyn_s,tff_s,tcool_Gyr,tdyn_Gyr,tff_Gyr,tcool_over_tdyn,tcool_over_tff,tauchem_over_tcool,tauchem_over_tdyn,temperature_regime,CIE_relaxation_slower_than_cooling,CIE_relaxation_slower_than_dynamics,warnings,background_E,background_age_Gyr,background_H_s_inv,background_Hubble_time_Gyr,tcool_over_Hubble_time
reference,0.0,13286.68379428612,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,0.0009473817982808817,7.850637029088703e-05,8.099095806530508e-05,2.1313772929464574e-10,1.4073755905136085e-28,7.850658342861633e-05,7.850658342861633e-05,0.0010283727563461867,0.0011853859232034195,0.9234747288291834,0.07652527117081662,0.9999973683831691,2.6316168309300907e-06,1.737690132897943e-24,1.1387454726440709,5.595526160520639e-30,5.316684484716405e-24,3.261751770407515e-15,582921369114647.0,2.52445314556845e+18,5.5352898208603826e-30,5.1708283336324007e-48,5.543039579561958e-32,2.375073132460626e-37,1.5955929005376576e-54,3.5136353743057975e-33,8.273859544035308e-39,2.519543135896139e-56,5.879541724868416e-49,1.2920627091587561e-33,2.83942099326667e+16,3.536780327378726e+16,3.536780327378726e+16,316227766.01683795,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,7.060828437996316,13.878825480914136,13286.68379428612,2.4424906541753444e-15,1.5698331280153038e+16,1.7436462050537504e+16,0.018471663533178917,0.497450100139207,0.5525281406234157,0.03713269638102352,0.033431172414743256,60.67336890995197,2.252965786147078,low_temperature_sensitive,True,True,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling"", ""local_CIE_relaxation_slower_than_dynamical_time""]",3.032714955283467,3.2692447577873076,6.624314517244957e-18,4.7836025495975365,0.003861454487838462
clock,0.0001,13286.68379428612,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,0.0009473817982808817,7.850637029088703e-05,8.099095806530508e-05,2.1313772929464574e-10,1.4073755905136085e-28,7.850658342861633e-05,7.850658342861633e-05,0.0010283727563461867,0.0011853859232034195,0.9234747288291834,0.07652527117081662,0.9999973683831691,2.6316168309300907e-06,1.737690132897943e-24,1.1387454726440709,5.595526160520639e-30,5.316684484716405e-24,3.261751770407515e-15,582921369114647.0,2.52445314556845e+18,5.5352898208603826e-30,5.1708283336324007e-48,5.543039579561958e-32,2.375073132460626e-37,1.5955929005376576e-54,3.5136353743057975e-33,8.273859544035308e-39,2.519543135896139e-56,5.879541724868416e-49,1.2920627091587561e-33,2.83942099326667e+16,3.536780327378726e+16,3.536780327378726e+16,316227766.01683795,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,7.060828437996316,13.878825480914136,13286.68379428612,2.4424906541753444e-15,1.5698331280153038e+16,1.7436462050537504e+16,0.018471663533178917,0.497450100139207,0.5525281406234157,0.03713269638102352,0.033431172414743256,60.67336890995197,2.252965786147078,low_temperature_sensitive,True,True,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling"", ""local_CIE_relaxation_slower_than_dynamical_time""]",3.0328165729955576,3.2691265646591967,6.624536479313709e-18,4.783442269958151,0.003861583874271471
reference,0.0,15601.672266308771,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,0.0006510339862997612,0.0003748541822720075,8.098511618895064e-05,6.0550140837288054e-09,5.51107887475285e-24,0.0003748602372860912,0.0003748602372860912,0.0007320191024887118,0.0014817395770608944,0.6346052194033237,0.3653947805966763,0.9999252385909009,7.476140909914329e-05,6.80454275804617e-20,0.9109919680092555,6.785531597570962e-29,6.447388418965355e-23,4.787596859767949e-15,70555958526252.84,1.48628250784095e+17,6.661628184547613e-29,1.2760120880327074e-43,1.1231899923380161e-30,2.9092432933199133e-35,2.6515296688527544e-49,8.360196544712624e-32,1.1900514839644096e-36,4.9164400180457166e-51,1.193585642861681e-44,3.221188996379065e-32,4597911735429218.0,8202165488682321.0,8202165488682321.0,562341325.1903491,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,8.55438894546383,16.814580939406696,15601.672266308771,2.460254222569347e-13,1.5698331280153038e+16,1.7436462050537504e+16,0.002235783409582885,0.497450100139207,0.5525281406234157,0.004494487806831722,0.004046460705259749,116.25050045391156,0.5224864568281911,low_temperature_sensitive,True,False,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling""]",3.032714955283467,3.2692447577873076,6.624314517244957e-18,4.7836025495975365,0.0004673848603435898
clock,0.0001,15601.672266308771,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,0.0006510339862997612,0.0003748541822720075,8.098511618895064e-05,6.0550140837288054e-09,5.51107887475285e-24,0.0003748602372860912,0.0003748602372860912,0.0007320191024887118,0.0014817395770608944,0.6346052194033237,0.3653947805966763,0.9999252385909009,7.476140909914329e-05,6.80454275804617e-20,0.9109919680092555,6.785531597570962e-29,6.447388418965355e-23,4.787596859767949e-15,70555958526252.84,1.48628250784095e+17,6.661628184547613e-29,1.2760120880327074e-43,1.1231899923380161e-30,2.9092432933199133e-35,2.6515296688527544e-49,8.360196544712624e-32,1.1900514839644096e-36,4.9164400180457166e-51,1.193585642861681e-44,3.221188996379065e-32,4597911735429218.0,8202165488682321.0,8202165488682321.0,562341325.1903491,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,8.55438894546383,16.814580939406696,15601.672266308771,2.460254222569347e-13,1.5698331280153038e+16,1.7436462050537504e+16,0.002235783409582885,0.497450100139207,0.5525281406234157,0.004494487806831722,0.004046460705259749,116.25050045391156,0.5224864568281911,low_temperature_sensitive,True,False,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling""]",3.0328165729955576,3.2691265646591967,6.624536479313709e-18,4.783442269958151,0.00046740052109010713
reference,0.0,18178.107262781567,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,0.0002662194853695609,0.0007596686832022079,8.089717996468237e-05,9.399123835198158e-08,3.13517758180641e-20,0.00075976267444056,0.0007597626744405599,0.0003471166653342433,0.0018666420142153632,0.2595014676309105,0.7404985323690896,0.9988394878484176,0.0011605121515820252,3.8710115377229524e-16,0.7231450075076727,1.6285407595284475e-28,1.547385740058364e-22,7.027231164439511e-15,43150477648924.69,4.877859881513739e+16,1.5823037952619797e-28,2.730774695803612e-40,4.1213419515513576e-30,8.30598624646748e-34,2.7311501143240275e-45,3.5742047136956396e-31,3.9587166746302945e-35,5.9003440520570335e-47,2.1369732111884255e-41,1.4406381764001718e-31,1038420484546968.1,4454692681994626.0,4454692681994626.0,1000000000.0,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,10.363878810096072,20.371329876340287,18178.107262781567,9.481304630298837e-14,1.5698331280153036e+16,1.7436462050537504e+16,0.001367356124956419,0.49745010013920693,0.5525281406234157,0.0027487302235415707,0.002474726668968635,103.23623108504889,0.28376854854799566,low_temperature_sensitive,True,False,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling""]",3.032714955283467,3.2692447577873076,6.624314517244957e-18,4.7836025495975365,0.00028584233551582586
clock,0.0001,18178.107262781567,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,0.0002662194853695609,0.0007596686832022079,8.089717996468237e-05,9.399123835198158e-08,3.13517758180641e-20,0.00075976267444056,0.0007597626744405599,0.0003471166653342433,0.0018666420142153632,0.2595014676309105,0.7404985323690896,0.9988394878484176,0.0011605121515820252,3.8710115377229524e-16,0.7231450075076727,1.6285407595284475e-28,1.547385740058364e-22,7.027231164439511e-15,43150477648924.69,4.877859881513739e+16,1.5823037952619797e-28,2.730774695803612e-40,4.1213419515513576e-30,8.30598624646748e-34,2.7311501143240275e-45,3.5742047136956396e-31,3.9587166746302945e-35,5.9003440520570335e-47,2.1369732111884255e-41,1.4406381764001718e-31,1038420484546968.1,4454692681994626.0,4454692681994626.0,1000000000.0,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,10.363878810096072,20.371329876340287,18178.107262781567,9.481304630298837e-14,1.5698331280153036e+16,1.7436462050537504e+16,0.001367356124956419,0.49745010013920693,0.5525281406234157,0.0027487302235415707,0.002474726668968635,103.23623108504889,0.28376854854799566,low_temperature_sensitive,True,False,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling""]",3.0328165729955576,3.2691265646591967,6.624536479313709e-18,4.783442269958151,0.00028585191328511246
reference,0.0,23687.356296548525,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,3.4590054864158415e-05,0.0009912981137076102,7.655355634449526e-05,4.4376148521652694e-06,6.373842534438729e-15,0.000995735728572523,0.0009957357285661492,0.00011114361120865368,0.0021026150683473264,0.033717178854216,0.9662828211457839,0.9452086592572593,0.0547913406640428,7.869799188926818e-11,0.6419876246986578,1.2428984733250114e-28,1.18096115354234e-22,1.0314564756574319e-14,82987991199158.19,3.598240478516646e+16,1.1751400057404038e-28,6.25185873916615e-36,5.7888604431166036e-30,4.3439283109972113e-32,5.976667972476044e-40,6.541868109520053e-31,2.6978114681017414e-33,1.682514538646482e-41,3.649290055588353e-37,2.8665579241180786e-31,125345943742801.36,3805577150489951.5,3805577150489951.5,1778279410.0389228,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,12.556125829106136,24.680429588233157,23687.356296548525,2.220446049250313e-16,1.5698331280153036e+16,1.7436462050537504e+16,0.0026297307526287864,0.49745010013920693,0.5525281406234157,0.00528642119459395,0.004759451255571652,45.85696189894707,0.242419215302281,low_temperature_sensitive,True,False,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling""]",3.032714955283467,3.2692447577873076,6.624314517244957e-18,4.7836025495975365,0.0005497385548575803
clock,0.0001,23687.356296548525,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,3.4590054864158415e-05,0.0009912981137076102,7.655355634449526e-05,4.4376148521652694e-06,6.373842534438729e-15,0.000995735728572523,0.0009957357285661492,0.00011114361120865368,0.0021026150683473264,0.033717178854216,0.9662828211457839,0.9452086592572593,0.0547913406640428,7.869799188926818e-11,0.6419876246986578,1.2428984733250114e-28,1.18096115354234e-22,1.0314564756574319e-14,82987991199158.19,3.598240478516646e+16,1.1751400057404038e-28,6.25185873916615e-36,5.7888604431166036e-30,4.3439283109972113e-32,5.976667972476044e-40,6.541868109520053e-31,2.6978114681017414e-33,1.682514538646482e-41,3.649290055588353e-37,2.8665579241180786e-31,125345943742801.36,3805577150489951.5,3805577150489951.5,1778279410.0389228,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,12.556125829106136,24.680429588233157,23687.356296548525,2.220446049250313e-16,1.5698331280153036e+16,1.7436462050537504e+16,0.0026297307526287864,0.49745010013920693,0.5525281406234157,0.00528642119459395,0.004759451255571652,45.85696189894707,0.242419215302281,low_temperature_sensitive,True,False,"[""low_temperature_sensitive"", ""local_CIE_relaxation_slower_than_instantaneous_cooling""]",3.0328165729955576,3.2691265646591967,6.624536479313709e-18,4.783442269958151,0.0005497569750437884
reference,0.0,33408.08106687103,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,3.541652098068649e-06,0.0010223465164737001,2.1994705859575654e-05,5.8996178052615575e-05,2.8729084313996356e-10,0.001081343269108002,0.001081342981817159,2.5536357957644304e-05,0.0021882226088828054,0.003452278919445286,0.9965477210805547,0.2715691788730623,0.7284272739397706,3.5471871671019872e-06,0.6168718154653707,5.946449856017638e-29,5.650120610943833e-23,1.5139710595540245e-14,254600828429071.66,3.70215185581206e+16,5.267905235306774e-29,2.495041702221129e-32,5.004081383886987e-30,5.047010382669916e-31,2.2579640667081127e-35,7.975685249350816e-31,4.415377197037063e-32,8.965028209058943e-37,1.0240619008578026e-33,4.089435329826409e-31,15311843743795.729,1251130552468959.8,1251130552468959.8,3162277660.1683793,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,15.212093727182902,29.901023072979854,33408.08106687103,2.886579864025407e-15,1.5698331280153038e+16,1.7436462050537504e+16,0.008067813408784942,0.497450100139207,0.5525281406234157,0.0162183370885386,0.014601633501747174,4.914086730151814,0.07969831507191653,declared_main_temperature_range,True,False,"[""local_CIE_relaxation_slower_than_instantaneous_cooling""]",3.032714955283467,3.2692447577873076,6.624314517244957e-18,4.7836025495975365,0.001686555963865292
clock,0.0001,33408.08106687103,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,3.541652098068649e-06,0.0010223465164737001,2.1994705859575654e-05,5.8996178052615575e-05,2.8729084313996356e-10,0.001081343269108002,0.001081342981817159,2.5536357957644304e-05,0.0021882226088828054,0.003452278919445286,0.9965477210805547,0.2715691788730623,0.7284272739397706,3.5471871671019872e-06,0.6168718154653707,5.946449856017638e-29,5.650120610943833e-23,1.5139710595540245e-14,254600828429071.66,3.70215185581206e+16,5.267905235306774e-29,2.495041702221129e-32,5.004081383886987e-30,5.047010382669916e-31,2.2579640667081127e-35,7.975685249350816e-31,4.415377197037063e-32,8.965028209058943e-37,1.0240619008578026e-33,4.089435329826409e-31,15311843743795.729,1251130552468959.8,1251130552468959.8,3162277660.1683793,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,15.212093727182902,29.901023072979854,33408.08106687103,2.886579864025407e-15,1.5698331280153038e+16,1.7436462050537504e+16,0.008067813408784942,0.497450100139207,0.5525281406234157,0.0162183370885386,0.014601633501747174,4.914086730151814,0.07969831507191653,declared_main_temperature_range,True,False,"[""local_CIE_relaxation_slower_than_instantaneous_cooling""]",3.0328165729955576,3.2691265646591967,6.624536479313709e-18,4.783442269958151,0.001686612475591876
reference,0.0,48512.335162301264,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,5.469595700759543e-07,0.0010253412090016928,1.5594098366157787e-06,7.922466469416436e-05,2.0709667225423225e-07,0.0011049800670403656,0.0011047729703681116,2.106369406691733e-06,0.002211859406815169,0.000533157108963861,0.9994668428910362,0.01925407193713177,0.9781889003130773,0.0025570277497909953,0.6102796810795239,3.156969553893235e-29,2.999648391304188e-23,2.2222056124144023e-14,703904670120728.9,4.237938333749665e+16,2.329884100370183e-29,2.268612402207011e-30,3.85245247812206e-30,5.854560762590228e-31,1.2494273202162193e-32,8.916236551068283e-31,6.941875840514989e-32,7.20354513228092e-34,6.571647424060357e-32,5.243600631744511e-31,3080591985879.4243,1440816729128693.2,1440816729128693.2,5623413251.903491,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,18.429872296132537,36.225916474206684,48512.335162301264,1.3322676295501878e-15,1.5698331280153038e+16,1.7436462050537504e+16,0.022305392999490737,0.497450100139207,0.5525281406234157,0.044839458255710014,0.040369695875261,2.0468918452857747,0.09178152145064473,declared_main_temperature_range,True,False,"[""local_CIE_relaxation_slower_than_instantaneous_cooling""]",3.032714955283467,3.2692447577873076,6.624314517244957e-18,4.7836025495975365,0.004662885925037267
clock,0.0001,48512.335162301264,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,5.469595700759543e-07,0.0010253412090016928,1.5594098366157787e-06,7.922466469416436e-05,2.0709667225423225e-07,0.0011049800670403656,0.0011047729703681116,2.106369406691733e-06,0.002211859406815169,0.000533157108963861,0.9994668428910362,0.01925407193713177,0.9781889003130773,0.0025570277497909953,0.6102796810795239,3.156969553893235e-29,2.999648391304188e-23,2.2222056124144023e-14,703904670120728.9,4.237938333749665e+16,2.329884100370183e-29,2.268612402207011e-30,3.85245247812206e-30,5.854560762590228e-31,1.2494273202162193e-32,8.916236551068283e-31,6.941875840514989e-32,7.20354513228092e-34,6.571647424060357e-32,5.243600631744511e-31,3080591985879.4243,1440816729128693.2,1440816729128693.2,5623413251.903491,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,18.429872296132537,36.225916474206684,48512.335162301264,1.3322676295501878e-15,1.5698331280153038e+16,1.7436462050537504e+16,0.022305392999490737,0.497450100139207,0.5525281406234157,0.044839458255710014,0.040369695875261,2.0468918452857747,0.09178152145064473,declared_main_temperature_range,True,False,"[""local_CIE_relaxation_slower_than_instantaneous_cooling""]",3.0328165729955576,3.2691265646591967,6.624536479313709e-18,4.783442269958151,0.004663042165174052
reference,0.0,70674.27019466803,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,1.320171010836946e-07,0.001025756151470685,2.871462350646894e-07,6.553125624099349e-05,1.5172768726976194e-05,0.0011216329451656309,0.0011064601764386546,4.19163336148384e-07,0.0022285122849404343,0.0001286856648980439,0.9998713143351019,0.0035454016876092704,0.8091160464480149,0.18733855186437579,0.6057192785096028,5.0441360009996947e-29,4.792771733341199e-23,3.2617517704075085e-14,646642312927538.8,4.7927804856945784e+16,1.1306121641153988e-29,3.22969246348805e-29,2.9120424966041692e-30,7.698722701980579e-31,6.9165164814448965e-31,9.818635835374805e-31,6.685848891497128e-32,5.809407646483909e-32,6.7737595165204995e-31,6.805552184463982e-31,984066499229.4896,1553629050230508.5,1553629050230508.5,10000000000.0,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,22.32830003175734,43.88869976767044,70674.27019466803,2.220446049250313e-16,1.5698331280153036e+16,1.7436462050537504e+16,0.020490858396314635,0.49745010013920693,0.5525281406234157,0.04119178665474277,0.037085637616927285,2.402609633132072,0.0989677834226061,declared_main_temperature_range,True,False,"[""local_CIE_relaxation_slower_than_instantaneous_cooling""]",3.032714955283467,3.2692447577873076,6.624314517244957e-18,4.7836025495975365,0.004283562060990751
clock,0.0001,70674.27019466803,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,1.320171010836946e-07,0.001025756151470685,2.871462350646894e-07,6.553125624099349e-05,1.5172768726976194e-05,0.0011216329451656309,0.0011064601764386546,4.19163336148384e-07,0.0022285122849404343,0.0001286856648980439,0.9998713143351019,0.0035454016876092704,0.8091160464480149,0.18733855186437579,0.6057192785096028,5.0441360009996947e-29,4.792771733341199e-23,3.2617517704075085e-14,646642312927538.8,4.7927804856945784e+16,1.1306121641153988e-29,3.22969246348805e-29,2.9120424966041692e-30,7.698722701980579e-31,6.9165164814448965e-31,9.818635835374805e-31,6.685848891497128e-32,5.809407646483909e-32,6.7737595165204995e-31,6.805552184463982e-31,984066499229.4896,1553629050230508.5,1553629050230508.5,10000000000.0,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,22.32830003175734,43.88869976767044,70674.27019466803,2.220446049250313e-16,1.5698331280153036e+16,1.7436462050537504e+16,0.020490858396314635,0.49745010013920693,0.5525281406234157,0.04119178665474277,0.037085637616927285,2.402609633132072,0.0989677834226061,declared_main_temperature_range,True,False,"[""local_CIE_relaxation_slower_than_instantaneous_cooling""]",3.0328165729955576,3.2691265646591967,6.624536479313709e-18,4.783442269958151,0.004283705591056271
reference,0.0,101335.37004106704,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,4.575147277431759e-08,0.0010258424170989943,4.341268401674325e-08,1.3319514209533888e-05,6.762824430948373e-05,0.0011744184199274955,0.001106790175618012,8.916415679106085e-08,0.0022812977597022987,4.459693968204384e-05,0.9999554030603178,0.0005360174864975502,0.16445637236364433,0.835007610149858,0.5917039315201261,5.595203238199537e-29,5.316377654572979e-23,4.7875968597691755e-14,855660939549670.6,4.871842953060967e+16,6.246126686827533e-30,4.1512978230264087e-29,2.2809447189820536e-30,4.541340869559886e-31,2.4145222947312194e-30,1.1027267992692758e-30,1.622721519919582e-32,2.9078726379239215e-31,6.508775344584287e-31,9.827075515152104e-31,435430458990.9423,402743735848310.7,402743735848310.7,17782794100.38923,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,27.051353058631612,53.172373669778835,101335.37004106704,1.0436096431476471e-14,1.5698331280153038e+16,1.7436462050537504e+16,0.02711425899148448,0.497450100139207,0.5525281406234157,0.054506490166343916,0.04907308243321607,0.47068145480647083,0.02565519408788935,declared_main_temperature_range,False,False,[],3.032714955283467,3.2692447577873076,6.624314517244957e-18,4.7836025495975365,0.005668167183698343
clock,0.0001,101335.37004106704,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,4.575147277431759e-08,0.0010258424170989943,4.341268401674325e-08,1.3319514209533888e-05,6.762824430948373e-05,0.0011744184199274955,0.001106790175618012,8.916415679106085e-08,0.0022812977597022987,4.459693968204384e-05,0.9999554030603178,0.0005360174864975502,0.16445637236364433,0.835007610149858,0.5917039315201261,5.595203238199537e-29,5.316377654572979e-23,4.7875968597691755e-14,855660939549670.6,4.871842953060967e+16,6.246126686827533e-30,4.1512978230264087e-29,2.2809447189820536e-30,4.541340869559886e-31,2.4145222947312194e-30,1.1027267992692758e-30,1.622721519919582e-32,2.9078726379239215e-31,6.508775344584287e-31,9.827075515152104e-31,435430458990.9423,402743735848310.7,402743735848310.7,17782794100.38923,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,27.051353058631612,53.172373669778835,101335.37004106704,1.0436096431476471e-14,1.5698331280153038e+16,1.7436462050537504e+16,0.02711425899148448,0.497450100139207,0.5525281406234157,0.054506490166343916,0.04907308243321607,0.47068145480647083,0.02565519408788935,declared_main_temperature_range,False,False,[],3.0328165729955576,3.2691265646591967,6.624536479313709e-18,4.783442269958151,0.005668357107970636
reference,0.0,147964.34820789672,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,1.869128130224266e-08,0.0010258694772904665,4.133326139702464e-09,1.4664991949475555e-06,7.952053868194711e-05,0.0011863770538493084,0.0011068565151673613,2.2824607441945123e-08,0.0022932563936241116,1.8219608993312084e-05,0.9999817803910067,5.103428038274383e-05,0.01810690193961058,0.9818420637800066,0.5886183756586796,2.594056447502684e-29,2.4647869157013844e-23,7.027231164438858e-14,2708973881892208.5,5.644719803523675e+16,3.3721516039336046e-30,1.5690035437162118e-29,1.6823047216539544e-30,1.1605349202532034e-31,2.093923777002892e-30,1.18755535106726e-30,2.072013374443506e-33,3.6821464454101823e-31,1.8333226739941988e-31,1.2449211668668054e-30,241198360761.35544,60099443948194.914,60099443948194.914,31622776601.683792,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,32.77346243385925,64.41980137587156,147964.34820789672,1.5543122344752192e-15,1.5698331280153034e+16,1.7436462050537504e+16,0.0858422022553112,0.4974501001392069,0.5525281406234157,0.17256444863774084,0.15536258869721226,0.022185316864781167,0.0038283969726245347,declared_main_temperature_range,False,False,[],3.032714955283467,3.2692447577873076,6.624314517244957e-18,4.7836025495975365,0.01794509501265598
clock,0.0001,147964.34820789672,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,1.869128130224266e-08,0.0010258694772904665,4.133326139702464e-09,1.4664991949475555e-06,7.952053868194711e-05,0.0011863770538493084,0.0011068565151673613,2.2824607441945123e-08,0.0022932563936241116,1.8219608993312084e-05,0.9999817803910067,5.103428038274383e-05,0.01810690193961058,0.9818420637800066,0.5886183756586796,2.594056447502684e-29,2.4647869157013844e-23,7.027231164438858e-14,2708973881892208.5,5.644719803523675e+16,3.3721516039336046e-30,1.5690035437162118e-29,1.6823047216539544e-30,1.1605349202532034e-31,2.093923777002892e-30,1.18755535106726e-30,2.072013374443506e-33,3.6821464454101823e-31,1.8333226739941988e-31,1.2449211668668054e-30,241198360761.35544,60099443948194.914,60099443948194.914,31622776601.683792,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,32.77346243385925,64.41980137587156,147964.34820789672,1.5543122344752192e-15,1.5698331280153034e+16,1.7436462050537504e+16,0.0858422022553112,0.4974501001392069,0.5525281406234157,0.17256444863774084,0.15536258869721226,0.022185316864781167,0.0038283969726245347,declared_main_temperature_range,False,False,[],3.0328165729955576,3.2691265646591967,6.624536479313709e-18,4.783442269958151,0.017945696302103003
reference,0.0,217065.52371877996,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,8.813926014884657e-09,0.0010258793546457537,5.545947583317495e-10,2.5338619257214235e-07,8.073723041570389e-05,0.0011876072016697335,0.0011068699712540296,9.368520773216407e-09,0.002294486541444537,8.591507617399776e-06,0.9999914084923825,6.847595239010094e-06,0.0031285656054650204,0.9968645867992959,0.5883027984701453,1.3620150540703086e-29,1.2941418015373919e-23,1.0314564756574362e-13,7573018173147088.0,6.771785516608206e+16,1.8400899703425625e-30,5.786647526013425e-30,1.2103891712130378e-30,3.1259490054883473e-32,1.5295778530869398e-30,1.2534528198599314e-30,4.12137516347964e-34,3.945895145426356e-31,5.056438962350251e-32,1.5231676684498171e-30,158084210518.64685,14424543307861.348,14424543307861.348,56234132519.034904,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,39.7059562076455,78.0463711302284,217065.52371877996,4.218847493575595e-15,1.5698331280153036e+16,1.7436462050537504e+16,0.239974464887922,0.49745010013920693,0.5525281406234157,0.48240911967002786,0.4343208015019101,0.0019047284686320777,0.000918858383763241,declared_main_temperature_range,False,False,[],3.032714955283467,3.2692447577873076,6.624314517244957e-18,4.7836025495975365,0.05016605422373814
clock,0.0001,217065.52371877996,0.0010258881685717687,8.099117120303437e-05,2.2577934763254246e-27,8.813926014884657e-09,0.0010258793546457537,5.545947583317495e-10,2.5338619257214235e-07,8.073723041570389e-05,0.0011876072016697335,0.0011068699712540296,9.368520773216407e-09,0.002294486541444537,8.591507617399776e-06,0.9999914084923825,6.847595239010094e-06,0.0031285656054650204,0.9968645867992959,0.5883027984701453,1.3620150540703086e-29,1.2941418015373919e-23,1.0314564756574362e-13,7573018173147088.0,6.771785516608206e+16,1.8400899703425625e-30,5.786647526013425e-30,1.2103891712130378e-30,3.1259490054883473e-32,1.5295778530869398e-30,1.2534528198599314e-30,4.12137516347964e-34,3.945895145426356e-31,5.056438962350251e-32,1.5231676684498171e-30,158084210518.64685,14424543307861.348,14424543307861.348,56234132519.034904,2.0,0.3333333333333333,7.257193316760293e-29,1.4514386633520585e-26,39.7059562076455,78.0463711302284,217065.52371877996,4.218847493575595e-15,1.5698331280153036e+16,1.7436462050537504e+16,0.239974464887922,0.49745010013920693,0.5525281406234157,0.48240911967002786,0.4343208015019101,0.0019047284686320777,0.000918858383763241,declared_main_temperature_range,False,False,[],3.0328165729955576,3.2691265646591967,6.624536479313709e-18,4.783442269958151,0.05016773514651855
