T_K,nH_cm3,Lvol_erg_cm3_s,Lambda_per_nH_squared_erg_cm3_s,tcool_s,mu,tau_chem_s,L_excitation_HI_erg_cm3_s,L_excitation_HeII_erg_cm3_s,L_ionization_HI_erg_cm3_s,L_ionization_HeI_erg_cm3_s,L_ionization_HeII_erg_cm3_s,L_recombination_HII_erg_cm3_s,L_recombination_HeII_erg_cm3_s,L_recombination_HeIII_erg_cm3_s,L_dielectronic_HeII_erg_cm3_s,L_freefree_erg_cm3_s
1000000.0,0.0001,5.669129465424324e-32,5.669129465424323e-24,8.171324041738516e+17,0.5882367333357,11905302110169.559,1.629142491439858e-33,1.8281643808678105e-33,2.6519405908744878e-33,3.215505952790573e-36,3.361596379941568e-33,1.2651904421874494e-32,1.2707689491090344e-37,3.9951093485135293e-33,5.244396484661556e-36,3.0564850061399124e-32
1059253.7251772897,0.0001,5.676714815160147e-32,5.676714815160147e-24,8.643941741156945e+17,0.5882365982646525,11413432027450.652,1.4864916770545744e-33,1.6196429782786367e-33,2.495892474264682e-33,2.736266042799235e-36,3.163807775001829e-33,1.261298801970776e-32,1.1709438380751838e-37,3.982843046432691e-33,4.4612500078916395e-36,3.1398167570426793e-32
1122018.4543019652,0.0001,5.69114915347815e-32,5.6911491534781495e-24,9.132906873175232e+17,0.5882364777271749,10965177948677.896,1.3559487927444051e-33,1.4350313513928934e-33,2.3480736842813947e-33,2.3289661123389246e-36,2.9764466658493155e-33,1.2569089912489637e-32,1.0808164315355056e-37,3.969000999601358e-33,3.795768233042043e-36,3.2251667312433964e-32
1188502.2274370189,0.0001,5.712021944290562e-32,5.712021944290562e-24,9.638716558473837e+17,0.5882363698978366,10555764400473.996,1.236513063464716e-33,1.271539290129342e-33,2.2081143342304878e-33,1.982678534535763e-36,2.799044919219129e-33,1.2520269255118637e-32,9.992300123739035e-38,3.95360221559972e-33,3.2300787664308495e-36,3.312582368484139e-32
1258925.411794166,0.0001,5.738970764344848e-32,5.738970764344848e-24,1.0161905118817155e+18,0.5882362732156702,10181035085795.809,1.1272656392326872e-33,1.1267135992936999e-33,2.0756577132187214e-33,1.6881654048781195e-36,2.6311509699326683e-33,1.2466594956308204e-32,9.251895825094928e-38,3.93666873472485e-33,2.7490702083041076e-36,3.402112627616621e-32
1333521.432163324,0.0001,5.77167620264609e-32,5.77167620264609e-24,1.0703042585091045e+18,0.5882361863411073,9837361146917.82,1.027362703790037e-33,9.98395175993164e-34,1.9503599156939848e-33,1.4376107149742019e-36,2.4723293766333575e-33,1.2408145410571634e-32,8.578364095715761e-38,3.9182255530565606e-33,2.339955340185232e-36,3.493808054102605e-32
1412537.5446227554,0.0001,5.809857418480775e-32,5.809857418480775e-24,1.1262733177785124e+18,0.5882361081206189,9521564562369.043,9.360292113929014e-34,8.846819365117833e-34,1.831889487959563e-33,1.2243963538047355e-36,2.322160393943898e-33,1.234500818477161e-32,7.964269818005148e-38,3.898300529805063e-33,1.991905587607079e-36,3.5877208495783343e-32
1496235.6560944358,0.0001,5.853268264009119e-32,5.853268264009119e-24,1.184161380085538e+18,0.5882360375575684,9230853947288.283,8.52553187292717e-34,7.83896734940952e-34,1.7199270900296324e-33,1.0429144849441842e-36,2.180239560062261e-33,1.2277279661815781e-32,7.403155423793967e-38,3.876924280018806e-33,1.695744688860916e-36,3.6839049435203003e-32
1584893.1924611141,0.0001,5.901693891983061e-32,5.901693891983061e-24,1.24403525812805e+18,0.5882359737880962,8962770558603.69,7.762805348442499e-34,6.945595506767834e-34,1.6141651712544705e-33,8.884101704861052e-37,2.04617729864641e-33,1.220506464443016e-32,6.889395418092337e-38,3.854130053787435e-33,1.4436916305534945e-36,3.7824160670435876e-32
1678804.018122559,0.0001,5.954947781334735e-32,5.954947781334734e-24,1.3059647479043507e+18,0.5882359160610942,8715142727570.609,7.066102986412773e-34,6.153633341796509e-34,1.5143076582165076e-33,7.568491892298215e-37,1.919598533742959e-33,1.212847592225668e-32,6.41807478334589e-38,3.829953603131814e-33,1.2291446482851018e-36,3.8833118288593107e-32
1778279.410038923,0.0001,6.01286912358411e-32,6.01286912358411e-24,1.3700224985764214e+18,0.5882358637215149,8486047277014.286,6.429903387549628e-34,5.451529941156474e-34,1.420069653480817e-33,6.448068757340799e-37,1.800142316476226e-33,1.2047633805794873e-32,5.98488700000595e-38,3.804433037826334e-33,1.0464995112194734e-36,3.986651793413529e-32
1883649.089489802,0.0001,6.075320521576578e-32,6.075320521576578e-24,1.4362838924751898e+18,0.5882358161964176,8273776747905.053,5.849133761363812e-34,4.8290708740386935e-34,1.3311771438741439e-33,5.493745261110985e-37,1.687461462218496e-33,1.1962665630937438e-32,5.58604823909349e-38,3.777608671445056e-33,8.909964731176215e-37,4.092497561226877e-32
1995262.3149688828,0.0001,6.142185959260696e-32,6.1421859592606966e-24,1.5048269360771896e+18,0.5882357729832564,8076811474115.449,5.319133736309099e-34,4.277218394230451e-34,1.2473667170637415e-33,4.6808050628835905e-37,1.5812221970002312e-33,1.1873705238031744e-32,5.218224934073843e-38,3.749522858960158e-33,7.58591227960619e-37,4.200912851451354e-32
2113489.0398366475,0.0001,6.213369007282641e-32,6.2133690072826415e-24,1.575732162422792e+18,0.5882357336400266,7893795716568.746,4.835622209143491e-34,3.7879717685174164e-34,1.1683852853095463e-33,3.988236832424168e-37,1.4811038119822887e-33,1.1780892429533213e-32,4.87847245933329e-38,3.720219827246925e-33,6.458459944792124e-37,4.311963586658604e-32
2238721.1385683375,0.0001,6.288791234295093e-32,6.2887912342950935e-24,1.6490825451648888e+18,0.5882356977769412,7723517207186.944,4.394666950644159e-34,3.3542450210503553e-34,1.0939898153689046e-33,3.3981719896501603e-37,1.3867983248945708e-33,1.1684372410400934e-32,4.5641830590570713e-38,3.689745499863065e-33,5.4983750205691935e-37,4.425717979872239e-32
2371373.7056616554,0.0001,6.36839079820978e-32,6.36839079820978e-24,1.7249634242220582e+18,0.588235665049383,7564889565875.369,3.9926567148400024e-34,2.969759775484321e-34,1.0239470636409661e-33,2.895409364120299e-37,1.2980101474419131e-33,1.1584295215420487e-32,4.2730415051867676e-38,3.658147317470558e-33,4.680791858571482e-37,4.542246623855412e-32
2511886.4315095823,0.0001,6.452121195292865e-32,6.452121195292864e-24,1.8034624428513649e+18,0.5882356351519177,7416937145557.987,3.626275625438052e-34,2.6289512082085983e-34,9.580333157463347e-34,2.467012991341519e-37,1.2144557577837624e-33,1.1480815127626127e-32,4.00298723335916e-38,3.6254740552557226e-33,3.9845534209588985e-37,4.661622582663847e-32
2660725.059798814,0.0001,6.539950148116786e-32,6.539950148116785e-24,1.8846694958429788e+18,0.5882356078131932,7278781935189.346,3.2924796365504884e-34,2.3268854067728167e-34,8.960341298453923e-34,2.1019715199656265e-37,1.1358633773058648e-33,1.1374090091934538e-32,3.7521819245531373e-38,3.5917756386774495e-33,3.391653617255459e-37,4.7839214854739314e-32
2818382.931264455,0.0001,6.631858616029244e-32,6.631858616029243e-24,1.9686766884627103e+18,0.5882355827915825,7149632212018.08,2.988474885554672e-34,2.0591866659076186e-34,8.377440831046059e-34,1.7909095772274308e-37,1.0619726510166469e-33,1.1264281127999484e-32,3.5189816779823535e-38,3.557102958835536e-33,2.886764658918961e-37,4.9092216226949544e-32
2985382.618917957,0.0001,6.727839914053292e-32,6.727839914053292e-24,2.0555783057217423e+18,0.5882355598714516,7028772684782.729,2.7116977742679207e-34,1.8219734561610646e-34,7.829665208228238e-34,1.5258429974489436e-37,9.925343310154195e-34,1.1151551746152708e-32,3.3019130657404186e-38,3.521507688701106e-33,2.4568362035413873e-37,5.037604044374721e-32
3162277.660168379,0.0001,6.827898928052656e-32,6.827898928052655e-24,2.1454707915285018e+18,0.5882355388599529,6915555911066.183,2.459796630880449e-34,1.6118019727966457e-34,7.31513307828165e-34,1.2999711155335846e-37,9.273099625920109e-34,1.1036067370116378e-32,3.0996524782850194e-38,3.485042101390593e-33,2.090755175791368e-37,5.169152660907779e-32
3349654.3915782794,0.0001,6.932051415635296e-32,6.932051415635295e-24,2.2384527372702423e+18,0.588235519584265,6809394806382.8,2.2306148195149335e-34,1.4256163199460707e-34,6.832045818494882e-34,1.1075004093858736e-37,8.660715726258202e-34,1.091799476995988e-32,2.911008267150009e-38,3.447758891594652e-33,1.7790569176526644e-37,5.303954346056165e-32
3548133.8923357604,0.0001,7.040323383668099e-32,7.040323383668099e-24,2.3346248793771105e+18,0.5882355018892089,6709756091054.548,2.022175177091063e-34,1.2607045110194396e-34,6.378685086539371e-34,9.434946791936425e-38,8.086013600551894e-34,1.0797501508533067e-32,2.734905271366497e-38,3.40971100119495e-33,1.513679796263335e-37,5.442099042293254e-32
3758374.042884443,0.0001,7.152750534473112e-32,7.152750534473111e-24,2.43409010543529e+18,0.5882354856351845,6616154544619.336,1.8326656685617171e-34,1.114659574338862e-34,5.953410388230005e-34,8.03747707919477e-38,7.546913882841467e-34,1.0674755404345233e-32,2.5703713801995864e-38,3.370951450016705e-33,1.2877566330543542e-37,5.583679868482408e-32
3981071.705534969,0.0001,7.26937777380079e-32,7.26937777380079e-24,2.5369534684358876e+18,0.5882354706963812,6528147957269.759,1.6604261617236518e-34,9.853451456351909e-35,5.554656661132945e-34,6.846749811711698e-38,7.041432794819049e-34,1.0549924013576915e-32,2.416525839563769e-38,3.331533172574152e-33,1.0954373535174972e-37,5.728793229903388e-32
4216965.034285823,0.0001,7.390258774554464e-32,7.390258774554464e-24,2.6433222087699e+18,0.5882354569592204,6445332684341.098,1.5039362318399763e-34,8.708650087439252e-35,5.18093187414653e-34,5.832215764540825e-38,6.567679108104123e-34,1.042317413361749e-32,2.2725690549534985e-38,3.291508861571773e-33,9.317381262650595e-38,5.877538930641109e-32
4466835.921509635,0.0001,7.515455590994062e-32,7.515455590994062e-24,2.753305783605581e+18,0.5882354443209988,6367339723721.142,1.3618039143748068e-34,7.695361144979724e-35,4.8308146437670304e-34,4.967837786476667e-38,6.123851126861401e-34,1.0294671330217494e-32,2.137773681596567e-38,3.2509308188270456e-33,7.924129907151146e-38,6.030020288353221e-32
4731512.589614812,0.0001,7.645038318794635e-32,7.645038318794635e-24,2.867015903311546e+18,0.5882354326887018,6293831247701.218,1.2327553313482077e-34,6.798646670773619e-35,4.502951868259202e-34,4.231423544463072e-38,5.708233692439117e-34,1.0164579490037597e-32,2.011476824164914e-38,3.209850814182533e-33,6.738445876118473e-38,6.186344251435138e-32
5011872.336272725,0.0001,7.779084796891972e-32,7.779084796891972e-24,2.984566574616006e+18,0.5882354219779641,6224497530605.044,1.115625123273353e-34,6.005249183182063e-35,4.196056381382126e-34,3.6040573509975326e-38,5.319195212229091e-34,1.0033060400068898e-32,1.8930731948616802e-38,3.168319952877316e-33,5.729511246226163e-38,6.346621518603532e-32
5308844.442309879,0.0001,7.917680347527031e-32,7.917680347527032e-24,3.1060741502194335e+18,0.5882354121121589,6159054221826.845,1.0093476244265833e-34,5.303403548692204e-35,3.908904627674208e-34,3.0696162373686417e-38,4.9551847153791855e-34,9.900273355096286e-33,1.782009100938948e-38,3.126388551751458e-33,4.871071461751159e-38,6.510966660921966e-32
5623413.251903491,0.0001,8.06091755131442e-32,8.060917551314419e-24,3.2316573846039685e+18,0.5882354030215944,6097239920936.391,9.129487244037941e-35,4.682670015996501e-35,3.6403343615814444e-34,2.614357688841367e-38,4.614728938329035e-34,9.766374794081686e-33,1.6777771514182429e-38,3.0841060245635115e-33,4.140760455940563e-38,6.679498246295465e-32
5956621.435290109,0.0001,8.208896054517165e-32,8.208896054517165e-24,3.3614374958081833e+18,0.588235394642807,6038814017473.441,8.255383636015542e-35,4.1337859814159336e-35,3.389242372921792e-34,2.2265683617814173e-38,4.296429443391793e-34,9.631517966059986e-33,1.579911588581041e-38,3.0415207766108896e-33,3.519525693645633e-38,6.852338966463867e-32
6309573.444801942,0.0001,8.361722406019269e-32,8.36172240601927e-24,3.4955382329601265e+18,0.5882353869179363,5983554763130.2,7.463036144896119e-35,3.648534346011862e-35,3.1545822413210913e-34,1.8962647128945557e-38,3.998959773775307e-34,9.495852625870135e-33,1.4879841631588946e-38,2.9986801087572237e-33,2.991138270808339e-38,7.029615766527515e-32
6683439.175686149,0.0001,8.519509921755584e-32,8.519509921755584e-24,3.6340859493847834e+18,0.5882353797941704,5931257548349.597,6.74502304365781e-35,3.2196265789885596e-35,2.9353621223366136e-34,1.614937833767917e-38,3.721062648529731e-34,9.359524759789995e-33,1.4016004834838526e-38,2.9556301308902584e-33,2.5417754392899875e-38,7.211459977042493e-32
7079457.843841373,0.0001,8.682378574591956e-32,8.682378574591956e-24,3.777209681124643e+18,0.5882353732232563,5881733359067.257,6.09457138751193e-35,2.8405988241143896e-35,2.730642568008075e-34,1.3753359386438089e-38,3.4615472009316625e-34,9.22267634090732e-33,1.320396778490792e-38,2.9124156847590135e-33,2.1596648175792683e-38,7.398007448726765e-32
7498942.093324558,0.0001,8.850454907852041e-32,8.85045490785204e-24,3.925041230733515e+18,0.5882353671610617,5834807392494.568,5.505502877344138e-35,2.5057195802561823e-35,2.5395343845485683e-34,1.1712789324188762e-38,3.21928626377434e-34,9.085445113842432e-33,1.2440370226678333e-38,2.8690802760702303e-33,1.8347811523610066e-38,7.589398689822837e-32
7943282.347242821,0.0001,9.023871970865656e-32,9.023871970865657e-24,4.077715256224497e+18,0.5882353615671869,5790317813560.507,4.972184004426151e-35,2.2099076574615556e-35,2.3611965298150715e-34,9.975003165712358e-39,2.9932137049362662e-34,8.947964408242136e-33,1.1722103780556531e-38,2.825666015661982e-33,1.558587857444427e-38,7.785779006167291e-32
8413951.416451965,0.0001,9.202769275070116e-32,9.202769275070116e-24,4.235369365073149e+18,0.5882353564046169,5748114635969.746,4.4894801543806655e-35,1.9486592595323323e-35,2.1948340530855427e-34,8.495123960285875e-39,2.78232181645372e-34,8.810362980288797e-33,1.1046289143894941e-38,2.7822135695167647e-33,1.323816712677695e-38,7.987298644022231e-32
8912509.381337458,0.0001,9.387292769334598e-32,9.387292769334597e-24,4.39814421319604e+18,0.5882353516394102,5708058713850.76,4.052713372360719e-35,1.717983175446327e-35,2.0396960795233135e-34,7.234913492015369e-39,2.585658760133836e-34,8.672764881314822e-33,1.0410255736156041e-38,2.738762117327652e-33,1.124280087788753e-38,8.194112935728961e-32
9440608.762859225,0.0001,9.577594833300443e-32,9.577594833300442e-24,4.566183608843732e+18,0.5882353472404214,5670020831708.619,3.6576235133983336e-35,1.514343177653929e-35,1.8950738415347924e-34,6.161792327685996e-39,2.402326072520529e-34,8.535289352479866e-33,9.811523494273876e-39,2.69534931928903e-33,9.547108911830136e-39,8.406382448249474e-32
10000000.0,0.0001,9.773834287640001e-32,9.773834287640001e-24,4.739634621365086e+18,0.5882353431790504,5633880881903.375,3.300332522095493e-35,1.3346068272213643e-35,1.760298759029224e-34,5.248004260105275e-39,2.2314762317731417e-34,8.398050744356241e-33,9.247786562651141e-39,2.6520112907479937e-33,8.106261540192279e-39,8.624273134667001e-32
10592537.251772897,0.0001,9.976176420235064e-32,9.976176420235063e-24,4.918647694817281e+18,0.5882353394290178,5599527120179.958,2.9773116044543187e-35,1.1759999757540877e-35,1.634740570374309e-34,4.4699038811054706e-39,2.072310288743166e-34,8.261158460176046e-33,8.71689865498096e-39,2.608782584323369e-33,6.882107643016412e-39,8.847956488722722e-32
11220184.543019652,0.0001,1.0184793027364875e-31,1.0184793027364875e-23,5.103376766412657e+18,0.5882353359661626,5566855490908.986,2.6853510718322503e-35,1.0360663335140478e-35,1.517805515614024e-34,3.807349156289632e-39,1.9240755642443678e-34,8.124716921421416e-33,8.216859893370827e-39,2.5656961790764557e-33,5.842183802627441e-39,9.077609702471872e-32
11885022.27437019,0.0001,1.0399862469074345e-31,1.0399862469074344e-23,5.293979389809361e+18,0.5882353327682588,5535769014683.498,2.421532652900851e-35,9.12631543441736e-36,1.40893457327942e-34,3.243183545826443e-39,1.786063414211573e-34,7.98882555438485e-33,7.745804954718945e-39,2.5227834763003533e-33,4.9588699049307046e-39,9.313415827148731e-32
12589254.11794166,0.0001,1.062156973796699e-31,1.062156973796699e-23,5.490616863268228e+18,0.5882353298148506,5506177231775.398,2.183204084204613e-35,8.03771263032368e-36,1.307601751883466e-34,2.7627944920137148e-39,1.657607064138291e-34,7.853578796289926e-33,7.30199237549935e-39,2.480074301483067e-33,4.208669615547076e-39,9.555563937336589e-32
13335214.32163324,0.0001,1.0850106540734833e-31,1.0850106540734832e-23,5.693454362712681e+18,0.5882353270871026,5477995695704.965,1.9679558035658698e-35,7.077828111714463e-36,1.2133124369511385e-34,2.3537370341535365e-39,1.5380795138782594e-34,7.719066119541249e-33,6.883794884515144e-39,2.4375969119928215e-33,3.571597318975947e-39,9.80424929854547e-32
14125375.446227554,0.0001,1.10856713918003e-31,1.1085671391800299e-23,5.902661079742175e+18,0.5882353245676643,5451145511831.941,1.773599583256488e-35,6.231599859560751e-36,1.1256017941989205e-34,2.0054129647178042e-39,1.4268915135946252e-34,7.585372072666216e-33,6.48969064917197e-39,2.395378010031921e-33,3.030655820115664e-39,1.0059673538307394e-31
14962356.560944358,0.0001,1.132846971850361e-31,1.132846971850361e-23,6.118410364662605e+18,0.5882353222405466,5425552916450.437,1.598148951638833e-35,5.4857070295376985e-36,1.044033229246655e-34,1.7087973504352818e-39,1.3234896113466297e-34,7.452576336517245e-33,6.118255334740686e-39,2.3534427604074253e-33,2.571391418769427e-39,1.0322044820906207e-31
15848931.924611142,0.0001,1.1578713977323353e-31,1.1578713977323353e-23,6.340879874608851e+18,0.5882353200910105,5401148892372.991,1.4398012629402886e-35,4.8283714192465995e-36,9.68196904021781e-35,1.4562054439777263e-39,1.22735427252044e-34,7.320753794321624e-33,5.7681548882046815e-39,2.311814812672729e-33,2.1815149385418355e-39,1.0591578025866103e-31
16788040.18122559,0.0001,1.183662378066949e-31,1.183662378066949e-23,6.570251726845766e+18,0.5882353181054643,5377868817431.072,1.296921285031029e-35,4.249181243191202e-36,8.977083098031201e-35,1.2410940371039915e-39,1.137998071040408e-34,7.189974614194413e-33,5.438138968864983e-39,2.270516327202966e-33,1.8505789721987375e-39,1.086849493033077e-31
17782794.100389227,0.0001,1.2102426033835954e-31,1.2102426033835954e-23,6.806712657343873e+18,0.5882353162713712,5355652142708.021,1.1680261845815583e-35,3.7389347435472825e-36,8.322068966505147e-35,1.0578921805777392e-39,1.0549639520419328e-34,7.060304342767094e-33,5.127034957114772e-39,2.2295680047790103e-33,1.5697030389933612e-39,1.1153024395472465e-31
18836490.89489802,0.0001,1.2376355081745982e-31,1.2376355081745982e-23,7.050454184735155e+18,0.5882353145771642,5334442097662.913,1.051771797835374e-35,3.289501436066147e-36,7.713547587788055e-35,9.018569421433903e-40,9.778235654486219e-35,6.931804008629875e-33,4.833742480871416e-39,2.1889891192689965e-33,1.3313395721296239e-39,1.144540255707848e-31
19952623.14968883,0.0001,1.265865286516643e-31,1.265865286516643e-23,7.301672779762547e+18,0.588235313012169,5314185419606.021,9.469400834889152e-36,2.8936990319428876e-36,7.148353752608397e-35,7.689505102560673e-40,9.061756696758018e-35,6.804530234336282e-33,4.5572284062220355e-39,2.148797553012374e-33,1.1290746974916399e-39,1.1745873020470153e-31
21134890.398366477,0.0001,1.2949569086108815e-31,1.2949569086108815e-23,7.56057004034373e+18,0.5882353115665325,5294832105253.464,8.524276618673417e-36,2.5451842915072816e-36,6.623524052852219e-35,6.557354942341686e-40,8.396446044806007e-35,6.678535355775617e-33,4.2965222450303935e-39,2.1090098345294022e-33,9.574586544622934e-40,1.2054687059917998e-31
22387211.385683376,0.0001,1.324936138217394e-31,1.324936138217394e-23,7.827352872376399e+18,0.5882353102311585,5276335182324.896,7.672353517577627e-36,2.2383562571101485e-36,6.136285370504089e-35,5.592857347711416e-40,7.77878831795895e-35,6.553867547778525e-33,4.0507119376807626e-39,2.0696411781978765e-33,8.118614686147427e-40,1.2372103822724454e-31
23713737.056616552,0.0001,1.3558295509634826e-31,1.3558295509634825e-23,8.10223367641735e+18,0.588235308997648,5258650499357.386,6.904586229460684e-36,1.9682704831892403e-36,5.684043892479542e-35,4.771103340109914e-40,7.205495432219263e-35,6.430570954884706e-33,3.818939973898157e-39,2.0307055255589855e-33,6.883501334940548e-40,1.2698390538154448e-31
25118864.315095823,0.0001,1.3876645535088417e-31,1.3876645535088416e-23,8.385430540372529e+18,0.5882353078582443,5241736532094.2705,6.212788887305704e-36,1.730563033510064e-36,5.26437463973859e-35,4.070889516384883e-40,6.673493327049001e-35,6.308685826266723e-33,3.600399818767349e-39,1.99221558793468e-33,5.835841109844349e-40,1.3033822731402119e-31
26607250.59798814,0.0001,1.4204694035541368e-31,1.4204694035541368e-23,8.6771674383391e+18,0.5882353068057834,5225554204972.763,5.589555684845018e-36,1.5213831510303356e-36,4.875011498079815e-35,3.4741670117009676e-40,6.179909328061925e-35,6.188248653870366e-33,3.3943326147499204e-39,1.9541828900599532e-33,4.947264308447284e-40,1.3378684442791033e-31
28183829.31264455,0.0001,1.4542732306827926e-31,1.4542732306827926e-23,8.977674435743568e+18,0.5882353058336484,5210066726380.848,5.028188557368811e-36,1.3373336265416484e-36,4.5138377371680033e-35,2.9655722611422422e-40,5.722060128583747e-35,6.069292312898925e-33,3.20002413373282e-39,1.916617814454531e-33,4.193680718019315e-40,1.3733268452413493e-31
29853826.189179573,0.0001,1.4891060580289972e-31,1.4891060580289972e-23,9.287187900922923e+18,0.5882353049357258,5195239436484.633,4.5226313226224524e-36,1.175417999803997e-36,4.178877003639464e-35,2.532027450926655e-40,5.297440372142609e-35,5.9518462038351105e-33,3.016801955988586e-39,1.8795296462794127e-33,3.5546364928148473e-40,1.409787651042366e-31
31622776.60168379,0.0001,1.5249988247679468e-31,1.5249988247679468e-23,9.605950723297577e+18,0.5882353041063686,5181039666544.049,4.067409733378537e-36,1.0329938227358845e-36,3.8682847735519777e-35,2.162400336641818e-40,4.903711817219362e-35,5.83593639526011e-33,2.84403285543539e-39,1.8429266184445165e-33,3.0127672709609458e-40,1.4472819573207662e-31
33496543.915782794,0.0001,1.5619834094273091e-31,1.561983409427309e-23,9.934212538286789e+18,0.5882353033403585,5167436608738.646,3.6575769366393914e-36,9.077312996235884e-37,3.5803402489929023e-35,1.847214629762375e-40,4.538693065011545e-35,5.721585766793498e-33,2.681120372795825e-39,1.8068159567538742e-33,2.5533331961204238e-40,1.4858418045663207e-31
35481338.923357606,0.0001,1.6000926540216723e-31,1.6000926540216722e-23,1.0272229959118688e+19,0.5882353026328743,5154401195618.541,3.288663874691577e-36,7.975766953978008e-37,3.3134386833219197e-35,1.5784034534200683e-40,4.2003498305368536e-35,5.608814151540173e-33,2.5275025602040145e-39,1.771203924894629e-33,2.1638236337998795e-40,1.5255002029829847e-31
37583740.42884443,0.0001,1.639360389014459e-31,1.639360389014459e-23,1.0620266815687922e+19,0.5882353019794614,5141905988378.693,2.9566342005896354e-36,7.007199708006007e-37,3.0660841192955655e-35,1.349099476830227e-40,3.8867857371106855e-35,5.497638477490921e-33,2.3826498825328516e-39,1.736095869095097e-33,1.8336211834745474e-40,1.5662911580120248e-31
39810717.05534969,0.0001,1.679821459114371e-31,1.679821459114371e-23,1.0978594400615358e+19,0.5882353013760032,5129925073229.421,2.657843315275026e-36,6.155661636273825e-37,2.836882524190475e-35,1.1534562829861064e-40,3.5962336140666006e-35,5.388072907380995e-33,2.24606326223498e-39,1.7014962622954355e-33,1.5537161316449411e-40,1.608249696541187e-31
42169650.342858225,0.0001,1.7215117499159176e-31,1.7215117499159175e-23,1.134749172266497e+19,0.588235300818696,5118433965203.032,2.389001165612165e-36,5.407100889772302e-37,2.624535306003138e-35,9.864963301641565e-41,3.3270472775385256e-35,5.2801289765664415e-33,2.1172722558370937e-39,1.6674087476919224e-33,1.316463806807881e-40,1.6514118938267512e-31
44668359.21509635,0.0001,1.764468215395975e-31,1.764468215395975e-23,1.1727245767674444e+19,0.5882353003040246,5107409518796.644,2.147138472309562e-36,4.749139792946859e-37,2.4278331948464357e-35,8.439815548824853e-41,3.0776937741769396e-35,5.1738157285302146e-33,1.9958333514183465e-39,1.6338361815323717e-33,1.1153784186462936e-40,1.6958149011562372e-31
47315125.89614812,0.0001,1.8087289062806525e-31,1.8087289062806525e-23,1.2118151767157109e+19,0.5882352998287408,5096829844905.308,1.9295760841465824e-36,4.170877275732697e-37,2.2456504737799006e-35,7.223032496747436e-41,2.8467460678188466e-35,5.069139847679681e-33,1.881328377459193e-39,1.6007806750558518e-33,9.449579191393788e-41,1.741496974280475e-31
50118723.36272725,0.0001,1.8543329992989034e-31,1.8543329992989035e-23,1.2520513474734375e+19,0.588235299389843,5086674233548.331,1.7338971802915567e-36,3.6627143498507953e-37,2.0769395434928004e-35,6.183883482799653e-41,2.6328761493619173e-35,4.966105789143614e-33,1.7733630143829507e-39,1.56824363548455e-33,8.005352371941794e-41,1.7884975026446299e-31
53088444.423098795,0.0001,1.9013208273414918e-31,1.9013208273414918e-23,1.2934643450559707e+19,0.5882352989845571,5076923081935.592,1.5579220659138878e-36,3.216199979091936e-37,1.9207258054988402e-35,5.296196763224725e-41,2.434848550396858e-35,4.8647159053200864e-33,1.6715654009432802e-39,1.5362258059893245e-33,6.781519316487128e-41,1.8368570394487443e-31
56234132.51903491,0.0001,1.9497339105459304e-31,1.9497339105459304e-23,1.3360863353897394e+19,0.5882352986103202,5067557827460.227,1.3996853278933885e-36,2.823894993081652e-37,1.7761028487916736e-35,4.537680881190586e-41,2.2515142415198504e-35,4.7649705689672254e-33,1.5755848283492144e-39,1.504727304563258e-33,5.744508978865021e-41,1.886617332569255e-31
59566214.35290109,0.0001,1.999614988330029e-31,1.999614988330029e-23,1.3799504244021854e+19,0.5882352982647634,5058560885239.877,1.2574151373379499e-36,2.4792519605163163e-37,1.6422279252436097e-35,3.889347191666059e-41,2.0818048966691925e-35,4.6668682926661324e-33,1.485090515676361e-39,1.4737476617493305e-33,4.865852660123755e-41,1.937821356373924e-31
63095734.44801943,0.0001,2.051008052398536e-31,2.051008052398536e-23,1.4250906889606937e+19,0.5882352979456983,5049915589861.058,1.1295145039537582e-36,2.176509174709138e-37,1.5183176993999146e-35,3.335018470374968e-41,1.9247275052991346e-35,4.570405844519642e-33,1.399770460698118e-39,1.4432858571791997e-33,4.1214105652151427e-41,1.990513344463516e-31
66834391.756861486,0.0001,2.103958380749221e-31,2.103958380749221e-23,1.4715422086777788e+19,0.5882352976511023,5041606141010.419,1.0145443041811263e-36,1.9105971147165042e-37,1.4036442587215788e-35,2.8609107758808085e-41,1.7793593147113764e-35,4.4755783599823775e-33,1.3193303607929017e-39,1.413340354890068e-33,3.4907152369644776e-41,2.0447388233745307e-31
70794578.43841374,0.0001,2.158512572706511e-31,2.158512572706511e-23,1.5193410986002772e+19,0.5882352973791064,5033617552703.331,9.112079205177834e-37,1.6770559322151966e-37,1.2975313707543048e-35,2.455277643220071e-41,1.644843085403256e-35,4.3823794497461975e-33,1.2434925990495681e-39,1.3839091373957051e-33,2.9564142701359e-41,2.1005446472782436e-31
74989420.93324558,0.0001,2.214718585012471e-31,2.214718585012471e-23,1.5685245428007496e+19,0.5882352971279842,5025935605844.197,8.183373436988261e-37,1.4719626802479536e-37,1.199350974146103e-35,2.10810731355254e-41,1.5203826428551625e-35,4.290801303631445e-33,1.1719952911104747e-39,1.3549897384959742e-33,2.5037973466929663e-41,2.157979033712236e-31
79432823.47242822,0.0001,2.272625769006615e-31,2.2726257690066147e-23,1.6191308288898982e+19,0.58823529689614,5018546803874.759,7.348806024803748e-37,1.291867147248092e-37,1.1085198908948669e-35,1.8108650889066973e-41,1.4052387097614422e-35,4.200834790457946e-33,1.1045913886652306e-39,1.3265792748166459e-33,2.1203948779797544e-41,2.217091600381591e-31
