case_index,case_id,family,block,surrogate,seed,iterations,best_iteration,stop_reason,primary_node_quality_pass,fft_amplitude_relative_l2_no_dc,fft_power_relative_l2_no_dc,sorted_max_abs_difference,sorted_relative_l2_centered_denominator,periodic_acf_relative_l2,mean,variance_ddof0,mean_difference,variance_relative_difference,dense_windowed_mean,dense_windowed_rms,dense_derivative_mean,dense_derivative_rms,dense_windowed_mean_difference,dense_windowed_rms_relative_difference,dense_derivative_rms_relative_difference,dense_windowed_max_abs,dense_derivative_max_abs,dense_windowed_fft_power_relative_l2_no_dc,dense_windowed_periodic_acf_relative_l2,dense_derivative_fft_power_relative_l2_no_dc,dense_derivative_periodic_acf_relative_l2
496,block03_iaaft_097,iaaft,2,97,20263019,20,19,unchanged_rank_permutation,True,0.03933493334474571,0.04419014111220024,0.0,0.0,0.04419016524618476,-0.008493854574133758,0.09153818400490352,-1.734723475976807e-18,0.0,-0.003987226479724759,0.14343961336607225,2.2424642705431244e-07,17.5256806005845,-0.0016040128366798813,-0.011087600295607514,-0.11885980351405112,0.7393571108098383,104.48461751699043,0.6552278420213205,0.6679264191865829,0.7790321970423292,0.8751020830496733
497,block03_iaaft_098,iaaft,2,98,20263020,33,31,unchanged_rank_permutation,True,0.03619518418423825,0.027151564067730824,0.0,0.0,0.02713308078295754,-0.008493854574133758,0.09153818400490352,-1.734723475976807e-18,0.0,-0.00445050085319054,0.14613493497806918,-2.473445935380819e-06,19.410057753154092,-0.0020672872101456627,0.007494692982696893,-0.02411880644182174,0.7414015957802848,106.21812203590997,0.6279125647523102,0.6199655158944906,0.9376301694787559,0.9739243223324747
498,block03_iaaft_099,iaaft,2,99,20263021,12,11,unchanged_rank_permutation,True,0.023981737451508233,0.028477908856579665,0.0,0.0,0.028447855902244735,-0.008493854574133753,0.09153818400490352,3.469446951953614e-18,0.0,-0.005045209203246608,0.1304317689367179,-1.75996778103099e-06,15.109971430653887,-0.0026619955602017304,-0.10076728046028405,-0.24031462750385835,0.4899615344612652,66.8443354808748,0.6177142739276895,0.710068863937108,0.7962692265196718,0.9481976707483512
499,block03_exact_spectrum_001,exact_spectrum,2,1,20262923,18,17,unchanged_rank_permutation,False,2.331365409703768e-16,4.023113605347207e-16,0.033638930270249445,0.03761740096773401,5.270284243145234e-16,-0.00849385457413376,0.09153818400490352,-3.469446951953614e-18,0.0,-0.0027733526178649486,0.151686265724135,3.851013589995861e-08,18.68060471315178,-0.00039013897482007096,0.0457671037959797,-0.060793581570011246,0.7513826125008765,91.4938004217249,0.4929341842331467,0.4506813578177354,0.5660322834422513,0.6046752273531836
500,block03_exact_spectrum_002,exact_spectrum,2,2,20262924,13,12,unchanged_rank_permutation,False,2.2398223204809086e-16,3.635073898816555e-16,0.028049693950150778,0.03085764224605306,3.31009519374025e-16,-0.008493854574133758,0.09153818400490352,-1.734723475976807e-18,0.0,-0.004271230906843003,0.13408453037959722,1.7667549217118321e-06,17.463768368987648,-0.001888017263798125,-0.07558413196136415,-0.12197257026801744,0.5739269495566892,85.04146444749153,0.6884476124173039,0.7711419426122067,0.8161571498955806,0.9600824202516728
501,block03_exact_spectrum_003,exact_spectrum,2,3,20262925,13,12,unchanged_rank_permutation,False,2.0000439267313386e-16,2.6741441013009414e-16,0.02620322405116443,0.021783717760442405,4.4344969210660147e-16,-0.008493854574133762,0.09153818400490352,-5.204170427930421e-18,0.0,-0.00161706759038339,0.1520973765993951,-1.1328077812283742e-06,19.97377948616337,0.0007661460526614877,0.048601415968590356,0.004223481079418612,0.7460706446158304,100.0175340833868,0.721987727869237,0.6642004052241293,0.9107102098342674,0.9048426465702246
502,block03_exact_spectrum_004,exact_spectrum,2,4,20262926,23,22,unchanged_rank_permutation,False,2.0427928242958802e-16,3.4906220210145765e-16,0.038624692154501816,0.03236026135668724,3.737539319929318e-16,-0.008493854574133756,0.09153818400490352,0.0,0.0,-0.0028160884427164135,0.15111761365771892,4.0271927936199867e-07,18.065559015217282,-0.0004328747996715358,0.0418466590429587,-0.09171628862355452,0.6274175356850872,70.45493113451535,0.6214867761977492,0.5706332564093887,0.7866636293007588,0.8911259625374767
503,block03_exact_spectrum_005,exact_spectrum,2,5,20262927,15,14,unchanged_rank_permutation,False,1.9828209626162673e-16,4.041151826633094e-16,0.04099345769028295,0.03188526233077436,4.0490909500257383e-16,-0.008493854574133753,0.09153818400490352,3.469446951953614e-18,0.0,-0.0036794253590846492,0.137205274375181,9.22468614002502e-08,17.392941955106878,-0.0012962117160397716,-0.054068859010511505,-0.125533516154548,0.57549809959123,87.11761613868083,0.49366951889528643,0.5442631880873142,0.5519345584225039,0.5926144057574703
504,block03_exact_spectrum_006,exact_spectrum,2,6,20262928,13,12,unchanged_rank_permutation,False,2.3263386286866487e-16,4.748758003445308e-16,0.036624044787144205,0.029685259378382324,5.180013155729849e-16,-0.008493854574133756,0.09153818400490352,0.0,0.0,-0.0012700188570229146,0.1423563019882926,-2.5690432384677488e-06,17.539042776363814,0.001113194786021963,-0.018556248802719,-0.11818799221838772,0.5431579609585813,69.55687747678472,0.529439819330352,0.5525575800565516,0.7301862936858284,0.8491106119819589
505,block03_exact_spectrum_007,exact_spectrum,2,7,20262929,15,13,unchanged_rank_permutation,False,1.8035804805761259e-16,3.506128807784395e-16,0.04175407053224156,0.03306781225073028,4.717187417043189e-16,-0.00849385457413376,0.09153818400490352,-3.469446951953614e-18,0.0,-0.002829254406619254,0.1377501764399139,-1.706003519614953e-06,18.32605297266902,-0.00044604076357437645,-0.050312153343272215,-0.07861941084268409,0.58139218729111,79.09138514082886,0.6227980613875231,0.6702404006854625,0.6658864061829626,0.7329491187692598
506,block03_exact_spectrum_008,exact_spectrum,2,8,20262930,11,10,unchanged_rank_permutation,False,1.6625581010048064e-16,1.8980304226599118e-16,0.02226336988197941,0.02459826653895861,3.189525221981241e-16,-0.008493854574133755,0.09153818400490352,1.734723475976807e-18,0.0,-0.0012575856911791338,0.1571450002370487,1.3782952339196874e-06,20.51266689849555,0.001125627951865744,0.08340113054658094,0.03131717125943645,0.6798159194178927,81.36980079970664,0.744381516826394,0.645169651813261,0.9182366517974034,0.8755130450566452
507,block03_exact_spectrum_009,exact_spectrum,2,9,20262931,14,13,unchanged_rank_permutation,False,1.83182757896412e-16,2.6660517795002965e-16,0.023962388993696626,0.022548735964495394,3.8020898565764213e-16,-0.008493854574133755,0.09153818400490352,1.734723475976807e-18,0.0,-0.004111065303813729,0.14871830694672433,6.023837400167472e-07,20.237868763149518,-0.0017278516607688514,0.0253051744313042,0.017501121059097846,0.6107036340351857,85.20200884269862,0.5439723367295733,0.5257772932979062,0.7666269180058987,0.748906310250149
508,block03_exact_spectrum_010,exact_spectrum,2,10,20262932,14,13,unchanged_rank_permutation,False,1.6752029482700197e-16,2.2793222182996105e-16,0.02194993281327856,0.025221993732528463,3.383332409336498e-16,-0.008493854574133753,0.09153818400490352,3.469446951953614e-18,0.0,-0.0020335608635582486,0.13704492048215067,6.249747576096846e-07,18.455746884925635,0.0003496527794866291,-0.05517438313622047,-0.07209877852413016,0.6869328295191875,101.39986426859777,0.5948948571154606,0.626630802607252,0.6732332392269421,0.7239600229990374
509,block03_exact_spectrum_011,exact_spectrum,2,11,20262933,13,11,unchanged_rank_permutation,False,1.9865204758716391e-16,4.456141765081253e-16,0.019803476273647425,0.02241032251416897,3.471087073024151e-16,-0.008493854574133751,0.0915381840049035,5.204170427930421e-18,-1.1102230246251565e-16,-0.0040496884833478965,0.11928441831256624,7.646214807513078e-07,15.538754202880526,-0.0016664748403030188,-0.1776202013332815,-0.21875667807067223,0.7576349916215261,98.6929010391988,0.7079364811823804,0.8703346084636832,0.8884953166970628,1.14136258631727
510,block03_exact_spectrum_012,exact_spectrum,2,12,20262934,19,18,unchanged_rank_permutation,False,1.9049000679385773e-16,3.394178376134378e-16,0.02781109546405902,0.03640720174762203,3.6634483753152813e-16,-0.008493854574133756,0.09153818400490352,0.0,0.0,-0.0025495914320971583,0.1447477039345289,3.4515300482117757e-07,18.680799526604677,-0.00016637778905228065,-0.00206926182740641,-0.06078378691677777,0.6516135632347323,83.64162463106916,0.664808919309524,0.667031230941586,0.7717839341817643,0.8317541164522722
511,block03_exact_spectrum_013,exact_spectrum,2,13,20262935,20,19,unchanged_rank_permutation,False,1.844453316466448e-16,2.4636539069530416e-16,0.0431257937107844,0.03386971598083254,3.8414741254289225e-16,-0.008493854574133753,0.09153818400490352,3.469446951953614e-18,0.0,-0.004683719617619614,0.13116368382797877,-5.60269577639593e-07,16.060776221795216,-0.002300505974574736,-0.09572125660041109,-0.1925109307699291,0.610856161982668,70.21355649312726,0.558253813063545,0.6324287285452898,0.6970696377494551,0.7932620172887047
512,block03_exact_spectrum_014,exact_spectrum,2,14,20262936,15,14,unchanged_rank_permutation,False,1.9123249289999276e-16,2.960998294984382e-16,0.016075912534619596,0.019015589526938742,2.9683378647750994e-16,-0.008493854574133753,0.09153818400490352,3.469446951953614e-18,0.0,-0.003333435414108017,0.14600539407246654,2.9613667196326863e-07,18.75680480726304,-0.0009502217710631393,0.006601602121580008,-0.056962462686376836,0.6448048209214258,80.09292007229269,0.5809637988802717,0.5749804690479393,0.7823193218305047,0.8376664456653742
513,block03_exact_spectrum_015,exact_spectrum,2,15,20262937,13,12,unchanged_rank_permutation,False,2.2153436606945577e-16,4.3503939426824866e-16,0.0325999360606653,0.03204895866999847,4.95767662486799e-16,-0.00849385457413376,0.0915381840049035,-3.469446951953614e-18,-1.1102230246251565e-16,-0.0021412520793798336,0.1595014759092079,-2.551430708490299e-06,21.06745320014188,0.00024196156366504407,0.09964732612055194,0.05921021130628401,0.7309519270201532,100.73654542236855,0.6192255306192402,0.5029357123757627,0.6739694042830208,0.6148173869567223
514,block03_exact_spectrum_016,exact_spectrum,2,16,20262938,31,30,unchanged_rank_permutation,False,2.0612836371610707e-16,3.537331266445394e-16,0.035462217484147796,0.027392158208555017,5.364029085556458e-16,-0.008493854574133753,0.09153818400490352,3.469446951953614e-18,0.0,-0.0032944184106005786,0.13810955901339753,-4.744394911896401e-07,18.287301195543268,-0.000911204767555701,-0.04783447040188993,-0.08056773737498579,0.6518914401216382,91.44908739163319,0.6880333864277481,0.742351982122464,0.7607367575563779,0.8456039560359038
515,block03_exact_spectrum_017,exact_spectrum,2,17,20262939,16,15,unchanged_rank_permutation,False,1.9948514690495046e-16,2.3520107583564835e-16,0.027985590767776625,0.030871281464039224,4.001303018666586e-16,-0.008493854574133753,0.09153818400490352,3.469446951953614e-18,0.0,-0.004741383487311975,0.13867767349206328,5.849070600108752e-07,17.985507371575586,-0.002358169844267097,-0.04391773192762782,-0.09574105220421203,0.6103357764402922,82.0187193932203,0.4508536485068932,0.4691991564862656,0.4769794744160858,0.4815601746190313
516,block03_exact_spectrum_018,exact_spectrum,2,18,20262940,14,13,unchanged_rank_permutation,False,1.9674053879186832e-16,3.093949567707889e-16,0.03688588557293654,0.037298169303420066,3.673410552510328e-16,-0.008493854574133746,0.09153818400490352,1.0408340855860843e-17,0.0,-0.0040276515008885955,0.15407692086800676,-1.7816391827412292e-07,19.252313611107876,-0.0016444378578437178,0.062248942109070615,-0.032049722649006074,0.735886170180156,80.17835650800671,0.6620147650257834,0.5869879679844471,0.781510431559099,0.8123623074926586
517,block03_exact_spectrum_019,exact_spectrum,2,19,20262941,19,17,unchanged_rank_permutation,False,1.729166516944235e-16,3.2525646500875224e-16,0.04021046766292946,0.028193916637220245,3.960317304019057e-16,-0.008493854574133753,0.09153818400490352,3.469446951953614e-18,0.0,-0.0030609795796057476,0.14065292888504255,2.0918110841988274e-06,17.408781444360248,-0.00067776593656087,-0.030299774482950403,-0.12473715274983743,0.5601514276701516,79.03812463764261,0.721309808896508,0.7531920625686273,0.8146771191988648,0.9116985001126188
518,block03_exact_spectrum_020,exact_spectrum,2,20,20262942,19,18,unchanged_rank_permutation,False,1.6684771101849943e-16,2.8249618732111347e-16,0.03263441029270342,0.033605410704426526,3.929152274348766e-16,-0.008493854574133758,0.09153818400490353,-1.734723475976807e-18,2.220446049250313e-16,-0.002405840926468625,0.1603137313480552,-4.0945434075319e-07,20.312300858325234,-2.262728342374747e-05,0.1052472399543507,0.021243350103589353,0.6992418483987327,86.39821159705137,0.6613501966243639,0.5457723566960849,0.8073792888556572,0.7823043239861293
519,block03_exact_spectrum_021,exact_spectrum,2,21,20262943,14,13,unchanged_rank_permutation,False,2.2795181473568407e-16,4.265369655802664e-16,0.02285766594130506,0.03031457301273042,3.7517822597265755e-16,-0.00849385457413375,0.09153818400490352,6.938893903907228e-18,0.0,-0.0010983945664299155,0.15039540396978993,2.996964672401439e-07,19.62684170447554,0.0012848190766149622,0.03686754554132832,-0.013219540512257155,0.680558266307025,99.29085444997777,0.648941217562329,0.6097170799034504,0.7959962881142694,0.8105487386293362
520,block03_exact_spectrum_022,exact_spectrum,2,22,20262944,15,14,unchanged_rank_permutation,False,1.88051221807704e-16,2.767975557844133e-16,0.029469537516277955,0.032908506225839344,3.864584193869333e-16,-0.008493854574133755,0.09153818400490353,1.734723475976807e-18,2.220446049250313e-16,-0.0014483017441682038,0.15679628650789212,-1.4890190844668912e-06,20.64263112732003,0.0009349118988766739,0.08099700157120493,0.0378513943080252,0.6444676171077796,97.5021665681276,0.6010778333393039,0.49907239783081564,0.5452286327281196,0.5113341949439357
521,block03_exact_spectrum_023,exact_spectrum,2,23,20262945,11,10,unchanged_rank_permutation,False,1.970717015710788e-16,3.858910548182283e-16,0.02466623217246733,0.026667790597902714,3.892141293461901e-16,-0.00849385457413376,0.0915381840049035,-3.469446951953614e-18,-1.1102230246251565e-16,-0.0022660956346781088,0.14260872385509607,-1.8857476486518489e-06,18.27102029514734,0.0001171180083667689,-0.016815982580713706,-0.0813862936468237,0.5878986069712728,86.37650737595325,0.608964869550732,0.6285184273948565,0.7402365040229871,0.8224427993397352
522,block03_exact_spectrum_024,exact_spectrum,2,24,20262946,26,25,unchanged_rank_permutation,False,1.7500338516216948e-16,2.9927446481494883e-16,0.04327739949066822,0.0338752541456435,3.9122144321371294e-16,-0.008493854574133753,0.09153818400490353,3.469446951953614e-18,2.220446049250313e-16,-0.004167973439753466,0.1392185869544974,-6.314507022510146e-07,17.318124574039196,-0.001784759796708588,-0.04018852478871149,-0.12929511625196988,0.6653197463491509,97.54750558979597,0.5999589731901634,0.6440691550050271,0.6970313742584909,0.8345702775136546
523,block03_exact_spectrum_025,exact_spectrum,2,25,20262947,13,12,unchanged_rank_permutation,False,1.5182139705058667e-16,2.4016359974273095e-16,0.031216395965612653,0.0332963873345599,2.8017347790652615e-16,-0.008493854574133755,0.09153818400490352,1.734723475976807e-18,0.0,-0.0016973384114520296,0.13541294499723175,1.5020798329618691e-06,17.04342779916989,0.000685875231592848,-0.06642567387228182,-0.14310607034263845,0.45284151427179853,61.43788234204289,0.5798451946175579,0.6316756551377135,0.7883663418849993,0.9087975552526326
524,block03_exact_spectrum_026,exact_spectrum,2,26,20262948,15,14,unchanged_rank_permutation,False,2.2013469326842335e-16,4.160941719771781e-16,0.03990484903713176,0.030533896892422634,3.78734177471795e-16,-0.008493854574133762,0.09153818400490352,-5.204170427930421e-18,0.0,-0.0035193270397655815,0.1571052255224214,-2.0551075684454385e-06,21.991975101459918,-0.0011361133967207038,0.08312691265400152,0.10569248085967109,0.725748771952195,111.47598681212068,0.6668346331389893,0.5795792805980141,0.944537329829769,0.7937075576083179
525,block03_exact_spectrum_027,exact_spectrum,2,27,20262949,15,14,unchanged_rank_permutation,False,2.1336690844388323e-16,3.5229200296514866e-16,0.030836000257415175,0.03248886523593864,4.2692506029959396e-16,-0.008493854574133756,0.09153818400490352,0.0,0.0,-0.0026208420960840764,0.15084410643985238,-2.0456194335084726e-06,19.903074003425008,-0.00023762845303919875,0.039961024574141524,0.0006686152586508065,0.6720081687241691,83.0674817305441,0.5788022583594438,0.5419815060976275,0.8007613012908215,0.8000676381159937
526,block03_exact_spectrum_028,exact_spectrum,2,28,20262950,14,13,unchanged_rank_permutation,False,1.8818223373463472e-16,2.787653301133823e-16,0.04610242301126577,0.03528563696329994,3.3786687186677674e-16,-0.008493854574133756,0.09153818400490353,0.0,2.220446049250313e-16,-0.001975480791517767,0.1537670115537142,1.752252699175051e-06,20.075875672710684,0.0004077328515271106,0.06011234151111955,0.0093565800970834,0.6686836970163585,94.30608671294144,0.6802625570708203,0.6161883975435336,0.8417058553275379,0.8305721331158549
527,block03_exact_spectrum_029,exact_spectrum,2,29,20262951,23,22,unchanged_rank_permutation,False,2.577779991157676e-16,4.3835941855690435e-16,0.032592506739903326,0.03085012088853224,4.703014545041762e-16,-0.008493854574133762,0.09153818400490352,-5.204170427930421e-18,0.0,-0.004027155256477125,0.14437303857588568,-1.9024007331582168e-07,17.1785955500753,-0.0016439416134322476,-0.004652308520068593,-0.1363102293533084,0.5373618908312497,68.82160433922806,0.6364735056275815,0.6415673735724791,0.8726998863622832,1.0197745585498794
528,block03_exact_spectrum_030,exact_spectrum,2,30,20262952,11,10,unchanged_rank_permutation,False,1.803011024739572e-16,2.372226160368011e-16,0.021861999565568002,0.028452654857006338,3.559254999616649e-16,-0.00849385457413376,0.09153818400490353,-3.469446951953614e-18,2.220446049250313e-16,-0.0020066754547937477,0.14781243028611743,-2.1498677149718224e-06,18.142762959498715,0.00037653818825113,0.01905980997963952,-0.0878346990759643,0.5558976909449115,73.5100414564161,0.6226642547650574,0.6011662943095809,0.6894969495121073,0.7684086816827294
529,block03_exact_spectrum_031,exact_spectrum,2,31,20262953,11,10,unchanged_rank_permutation,False,2.072536774131557e-16,3.409335433390241e-16,0.028778400601020493,0.03159954297029174,3.745245010850703e-16,-0.008493854574133755,0.09153818400490352,1.734723475976807e-18,0.0,-0.001245897426369804,0.15577692354067735,-1.6566632510244682e-06,21.559603121271223,0.0011373162166750737,0.07396923110792675,0.08395407649974107,0.7270294695782418,89.31741815906243,0.6804738240188046,0.5977718383899522,0.943651003526313,0.8264966792362493
530,block03_exact_spectrum_032,exact_spectrum,2,32,20262954,18,17,unchanged_rank_permutation,False,2.312103353979602e-16,4.721795922437395e-16,0.024923695932829004,0.022449236996658725,3.7744424751237797e-16,-0.008493854574133756,0.0915381840049035,0.0,-1.1102230246251565e-16,-0.004584986947855961,0.1384248651088649,-1.0279446857031878e-06,17.779910927299223,-0.0022017733048110837,-0.045660662900650406,-0.10607784285075883,0.5492806276814387,71.86456139221963,0.6383995233555455,0.6842016985217151,0.7444935847819617,0.8502636201969438
531,block03_exact_spectrum_033,exact_spectrum,2,33,20262955,20,19,unchanged_rank_permutation,False,2.175987297949999e-16,3.7107275866736443e-16,0.02131998312689065,0.0263322737822052,4.22588070396026e-16,-0.008493854574133756,0.09153818400490352,0.0,0.0,-0.0024837816136245123,0.1463643281458957,-1.223903921744709e-07,19.47739374528219,-0.00010056797057963465,0.00907619297943918,-0.02073334879903288,0.6491316222401782,79.19361426181314,0.7150006312558507,0.7025530464922283,0.8652958391056396,0.8917253930597256
532,block03_exact_spectrum_034,exact_spectrum,2,34,20262956,21,20,unchanged_rank_permutation,False,1.9993763467384813e-16,2.755031734051147e-16,0.029750440151923074,0.032418851908018485,4.031732501495699e-16,-0.008493854574133746,0.09153818400490353,1.0408340855860843e-17,2.220446049250313e-16,-0.004571732138467728,0.13276629908973112,-2.0380035303071372e-06,17.12757138348013,-0.0021885184954228503,-0.08467238336998983,-0.1388755758984065,0.6075447284971801,89.98016290760255,0.5677562699942733,0.6013640031042706,0.6458417097591664,0.6834347777122848
533,block03_exact_spectrum_035,exact_spectrum,2,35,20262957,19,18,unchanged_rank_permutation,False,1.7485369042819222e-16,3.3011214188768997e-16,0.035487085796720996,0.03509343742494979,4.220894151208212e-16,-0.008493854574133762,0.09153818400490352,-5.204170427930421e-18,0.0,-0.002412158078992509,0.15130518699480228,3.3835739040850064e-06,19.077360128110946,-2.8944435947631224e-05,0.04313984155051509,-0.04084587441606924,0.5855693422817069,86.14471583287448,0.5614986236280417,0.5094823902559156,0.6212295390597495,0.6544402967588226
534,block03_exact_spectrum_036,exact_spectrum,2,36,20262958,22,20,unchanged_rank_permutation,False,1.8589829086606927e-16,2.306203467996284e-16,0.026821131422631317,0.02662028326803036,3.4181533677210887e-16,-0.008493854574133758,0.09153818400490352,-1.734723475976807e-18,0.0,-0.0019084557770339715,0.14221343440100023,-1.3796830693574504e-06,19.09095132298659,0.00047475786601090613,-0.019541217496330088,-0.04016254870700631,0.6886984454191339,88.42918764244156,0.5028654479323628,0.5138274836909728,0.5950817336685271,0.6169342751166859
535,block03_exact_spectrum_037,exact_spectrum,2,37,20262959,16,15,unchanged_rank_permutation,False,2.2990085599558737e-16,4.0058255091800407e-16,0.023099529303141186,0.03300246120768442,4.615293492515912e-16,-0.00849385457413376,0.09153818400490352,-3.469446951953614e-18,0.0,-0.004954049741791687,0.14368998476187145,-8.04671104168582e-07,19.18978255596632,-0.0025708360987468097,-0.00936147058829151,-0.035193602049162664,0.6715649217746487,75.16710222612464,0.444594286590214,0.45341578336027566,0.5318844113733763,0.5584871910648082
536,block03_exact_spectrum_038,exact_spectrum,2,38,20262960,15,14,unchanged_rank_permutation,False,1.6177609331479555e-16,2.788223527484713e-16,0.035739461777652304,0.03533201515839732,3.386273237621959e-16,-0.008493854574133751,0.09153818400490352,5.204170427930421e-18,0.0,-0.0043590675118234945,0.13366861860901022,1.01158599477541e-06,17.62672565332209,-0.001975853868778617,-0.07845154283528222,-0.11377955244407778,0.5166333217945673,71.18641797123767,0.4901259284954249,0.5344092483463911,0.5890437665587673,0.6692931857101728
537,block03_exact_spectrum_039,exact_spectrum,2,39,20262961,13,12,unchanged_rank_permutation,False,1.9563873809765344e-16,3.168370190200255e-16,0.03750810947432748,0.0410110970075561,3.6144072786340157e-16,-0.008493854574133746,0.09153818400490352,1.0408340855860843e-17,0.0,-0.0031904742129513935,0.12689843275650758,7.332335720476108e-07,15.630711465999902,-0.0008072605699065158,-0.12512707814055724,-0.21413333460459227,0.4273181340266697,61.88740871393062,0.5946847198306885,0.6961519654764378,0.7428594052830446,0.8784342552993066
538,block03_exact_spectrum_040,exact_spectrum,2,40,20262962,14,13,unchanged_rank_permutation,False,1.755306991117726e-16,2.3600239013944344e-16,0.025192472318784298,0.026748436083011206,4.4014185808381697e-16,-0.00849385457413375,0.09153818400490352,6.938893903907228e-18,0.0,-0.002446349237286493,0.14835320292528179,-1.468642200561782e-06,18.21090669376009,-6.31355942416153e-05,0.022788046243953364,-0.08440863051036762,0.6918007734191239,77.41258308118735,0.630805049154255,0.6036701876213082,0.7411646816402336,0.8147771543143921
539,block03_exact_spectrum_041,exact_spectrum,2,41,20262963,21,20,unchanged_rank_permutation,False,2.0285926662319012e-16,3.8181509137794974e-16,0.026809157457431843,0.02549302466146848,4.2818698601865866e-16,-0.008493854574133748,0.09153818400490352,8.673617379884035e-18,0.0,-0.003761223928124508,0.1636991691002311,-1.7906845422630775e-06,21.50384701119451,-0.0013780102850796303,0.12858738493236288,0.08115082161292975,0.6997949938568518,106.16936083616886,0.812571511068494,0.6234311431781038,0.920264010954501,0.8081898984446809
540,block03_exact_spectrum_042,exact_spectrum,2,42,20262964,11,10,unchanged_rank_permutation,False,2.0062724922192223e-16,3.6360892711285734e-16,0.02418661866856342,0.027684155108333934,4.412372092773375e-16,-0.00849385457413375,0.09153818400490353,6.938893903907228e-18,2.220446049250313e-16,-0.0033247024254558165,0.1400276279921889,7.589862797302814e-07,17.63431203383089,-0.0009414887824109389,-0.03461077192625106,-0.11339813131901622,0.6109035556899083,73.73588197341822,0.6327750972894876,0.6695137059388124,0.6040101322726389,0.6745120770559965
541,block03_exact_spectrum_043,exact_spectrum,2,43,20262965,20,19,unchanged_rank_permutation,False,1.7621967566487612e-16,2.1522869124547905e-16,0.058621646564944285,0.04575718557343605,3.858725310544e-16,-0.008493854574133756,0.09153818400490352,0.0,0.0,-0.0013310483145064958,0.15466762614651577,2.7864034706191763e-07,19.76458829126317,0.001052165328538382,0.06632142781075445,-0.006294043162769047,0.78923087524216,89.45602614645001,0.6824621666749631,0.5956247023582161,0.760873108745742,0.7680677606006786
542,block03_exact_spectrum_044,exact_spectrum,2,44,20262966,16,13,unchanged_rank_permutation,False,1.8904246252478264e-16,3.079114852970901e-16,0.02930209549937468,0.028516650613301536,3.5235370886592047e-16,-0.008493854574133758,0.09153818400490352,-1.734723475976807e-18,0.0,-0.0022621229846968354,0.15575866616477968,2.917861205983981e-06,19.192525722427572,0.00012109065834804223,0.0738433597047099,-0.035055683625921374,0.611755061422446,77.78449200625818,0.6936222652258507,0.5966246671924695,0.8385099111038092,0.8774525618685294
543,block03_exact_spectrum_045,exact_spectrum,2,45,20262967,20,19,unchanged_rank_permutation,False,1.765602477188056e-16,3.1371209391684038e-16,0.024546257548219097,0.026540816614072777,3.581391736492697e-16,-0.008493854574133753,0.09153818400490352,3.469446951953614e-18,0.0,-0.0029277908494269754,0.15280255876362195,9.45353406902994e-09,20.023718448285237,-0.0005445772063820977,0.05346313700847194,0.006734266703053882,0.6772824954706109,86.87970831551142,0.6412003187350372,0.590339227439588,0.8630701687245417,0.8555281478649115
544,block03_exact_spectrum_046,exact_spectrum,2,46,20262968,13,12,unchanged_rank_permutation,False,1.5920066598049707e-16,1.8275490256057376e-16,0.02710201171757909,0.029450808579046268,2.474184832142362e-16,-0.00849385457413376,0.09153818400490352,-3.469446951953614e-18,0.0,-0.004996934038679905,0.13876190465063312,2.3621555348319527e-06,18.529997744436578,-0.0026137203956350277,-0.04333701900463216,-0.06836566148121537,0.6087329905562014,82.86208104237893,0.5652198063780773,0.6011235481549021,0.8426332156094035,0.9306027238612612
545,block03_exact_spectrum_047,exact_spectrum,2,47,20262969,14,13,unchanged_rank_permutation,False,1.6001134386680968e-16,3.12245425399209e-16,0.03919786740380049,0.03761919678129098,3.0792924433925863e-16,-0.008493854574133755,0.09153818400490352,1.734723475976807e-18,0.0,-0.0031246601359632108,0.1434288256378542,1.3882765637131263e-06,19.73771292439861,-0.0007414464929183331,-0.011161973880066789,-0.007645258364013752,0.5773205811216922,77.38709228939672,0.7474469455090387,0.7596864621927906,1.0290758677205898,1.040515883132831
546,block03_exact_spectrum_048,exact_spectrum,2,48,20262970,16,15,unchanged_rank_permutation,False,2.0682960949643993e-16,4.2336776442168185e-16,0.033572777354836325,0.03143006271505135,4.1740136638578223e-16,-0.008493854574133756,0.09153818400490352,0.0,0.0,-0.005113220402163737,0.13571832408549564,7.006391273284568e-07,17.272189010751358,-0.0027300067591188595,-0.0643203059065729,-0.1316046226376898,0.5756214267864563,79.64152654372356,0.5597459134346081,0.6113613578436466,0.689505395409927,0.8054772225900254
547,block03_exact_spectrum_049,exact_spectrum,2,49,20262971,20,19,unchanged_rank_permutation,False,1.5887459023457486e-16,1.8359463951372306e-16,0.038558169362705064,0.035609410756860575,3.2838918567491946e-16,-0.008493854574133758,0.09153818400490352,-1.734723475976807e-18,0.0,-0.003972971070008083,0.1389065395739072,2.8311914384222527e-07,17.583263105985687,-0.0015897574269632055,-0.042339865807551336,-0.11596472278767633,0.7781574069641796,103.26641928898304,0.4668745150356969,0.499703433656056,0.6581523025404921,0.7361705054531781
548,block03_exact_spectrum_050,exact_spectrum,2,50,20262972,11,10,unchanged_rank_permutation,False,2.3815670911183576e-16,4.82066273290897e-16,0.022731979076118736,0.02951493044458337,4.3351263754705544e-16,-0.008493854574133756,0.09153818400490352,0.0,0.0,-0.0019472271482835488,0.14930203994906385,-4.1169110442243707e-07,18.70640218614561,0.0004359864947613289,0.029329591331097582,-0.05949655973441614,0.7183204943921615,88.37857951337874,0.7325573984143136,0.7007002961411073,0.9824464616407118,1.0646864259189108
