k_h_mpc,pk_z49_mpc_over_h3,pk_z0_mpc_over_h3
5.67422104279642885e-03,1.05681657065207997e+01,1.62482517656795044e+04
5.69979682389664885e-03,1.06002586545592656e+01,1.62963567462929550e+04
5.72548788435837952e-03,1.06323694774656268e+01,1.63444932825321011e+04
5.75129474378769431e-03,1.06644974972344002e+01,1.63926606636337528e+04
5.77721792413272289e-03,1.06966420448959969e+01,1.64408580809835548e+04
5.80325794969419832e-03,1.07288025039519201e+01,1.64890843317522740e+04
5.82941534713607521e-03,1.07609782688339184e+01,1.65373381025562594e+04
5.85569064549617147e-03,1.07931687303054051e+01,1.65856180691365662e+04
5.88208437619687149e-03,1.08253732699115623e+01,1.66339229072015805e+04
5.90859707305587366e-03,1.08575911592920900e+01,1.66822514889010381e+04
5.93522927229698724e-03,1.08898215695927192e+01,1.67306028644027174e+04
5.96198151256097878e-03,1.09220636624625858e+01,1.67789760843066215e+04
5.98885433491646180e-03,1.09543165934472313e+01,1.68273701930737116e+04
6.01584828287084726e-03,1.09865795632355265e+01,1.68757841812075931e+04
6.04296390238132954e-03,1.10188519222691195e+01,1.69242168876597789e+04
6.07020174186592969e-03,1.10511330465714366e+01,1.69726671157636374e+04
6.09756235221459338e-03,1.10834223088207970e+01,1.70211336602504234e+04
6.12504628680032165e-03,1.11157190656877685e+01,1.70696153072798043e+04
6.15265410149037385e-03,1.11480225117662339e+01,1.71181108347268746e+04
6.18038635465750427e-03,1.11803317283071948e+01,1.71666190120974024e+04
6.20824360719125432e-03,1.12126457879522619e+01,1.72151386003355110e+04
6.23622642250930368e-03,1.12449637572899643e+01,1.72636683520256083e+04
6.26433536656885621e-03,1.12772848034199029e+01,1.73122070528163895e+04
6.29257100787809429e-03,1.13096083275586192e+01,1.73607535733388504e+04
6.32093391750767133e-03,1.13419337608370885e+01,1.74093067898296540e+04
6.34942466910226513e-03,1.13742605322123804e+01,1.74578655716670546e+04
6.37804383889217872e-03,1.14065880378946449e+01,1.75064287506461587e+04
6.40679200570499607e-03,1.14389154073001293e+01,1.75549948857847739e+04
6.43566975097728793e-03,1.14712416290268493e+01,1.76035623899960665e+04
6.46467765876636898e-03,1.15035656835999429e+01,1.76521296635174513e+04
6.49381631576211472e-03,1.15358865459256421e+01,1.77006950978033456e+04
6.52308631129882611e-03,1.15682032850024648e+01,1.77492572797709508e+04
6.55248823736714805e-03,1.16005151331040537e+01,1.77978151334431095e+04
6.58202268862604321e-03,1.16328213346862253e+01,1.78463676103577964e+04
6.61169026241481723e-03,1.16651211304892435e+01,1.78949136569845577e+04
6.64149155876520361e-03,1.16974137447191691e+01,1.79434521670549220e+04
6.67142718041349638e-03,1.17296983187118204e+01,1.79919817350419944e+04
6.70149773281274088e-03,1.17619739590473120e+01,1.80405008349780983e+04
6.73170382414498263e-03,1.17942397672549166e+01,1.80890079308096501e+04
6.76204606533356394e-03,1.18264948398339662e+01,1.81375014787980072e+04
6.79252507005547769e-03,1.18587382663572267e+01,1.81859800043448886e+04
6.82314145475378542e-03,1.18909691289483508e+01,1.82344421236862545e+04
6.85389583865008388e-03,1.19231865046038497e+01,1.82828864515989226e+04
6.88478884375702451e-03,1.19553894653704802e+01,1.83313115951095169e+04
6.91582109489089717e-03,1.19875770769008021e+01,1.83797160611764957e+04
6.94699321968426670e-03,1.20197483933824110e+01,1.84280979358270524e+04
6.97830584859866418e-03,1.20519024622061437e+01,1.84764551771212318e+04
7.00975961493734492e-03,1.20840383257935411e+01,1.85247857289853782e+04
7.04135515485808817e-03,1.21161550220613830e+01,1.85730875842584865e+04
7.07309310738607130e-03,1.21482515934213335e+01,1.86213600647485473e+04
7.10497411442678750e-03,1.21803270865159057e+01,1.86696037798796679e+04
7.13699882077903792e-03,1.22123805436746213e+01,1.87178194046545650e+04
7.16916787414795861e-03,1.22444110025692936e+01,1.87660076279030545e+04
7.20148192515813329e-03,1.22764174572087938e+01,1.88141670449016274e+04
7.23394162736674950e-03,1.23083987695313724e+01,1.88622893833137459e+04
7.26654763727681025e-03,1.23403537693741914e+01,1.89103649005053885e+04
7.29930061435042112e-03,1.23722812800430670e+01,1.89583837627952962e+04
7.33220122102211987e-03,1.24041801336825692e+01,1.90063368784585691e+04
7.36525012271228158e-03,1.24360493666822816e+01,1.90542265045073218e+04
7.39844798784057220e-03,1.24678881643433410e+01,1.91020632384549244e+04
7.43179548783946299e-03,1.24996957128734216e+01,1.91498579803509856e+04
7.46529329716782812e-03,1.25314711955999325e+01,1.91976217294258386e+04
7.49894209332455965e-03,1.25632136711166318e+01,1.92453601149724927e+04
7.53274255686229612e-03,1.25949219013627296e+01,1.92930656822706878e+04
7.56669537140116331e-03,1.26265945987477952e+01,1.93407289819061662e+04
7.60080122364262603e-03,1.26582304687163862e+01,1.93883404783191691e+04
7.63506080338334590e-03,1.26898282218625553e+01,1.94358911786052231e+04
7.66947480352916499e-03,1.27213866753061460e+01,1.94833779079428750e+04
7.70404392010909551e-03,1.27529047026007181e+01,1.95308006988083653e+04
7.73876885228940228e-03,1.27843811729854053e+01,1.95781596261489467e+04
7.77365030238776154e-03,1.28158149508214390e+01,1.96254547669392050e+04
7.80868897588743362e-03,1.28472048975794841e+01,1.96726854864524721e+04
7.84388558145156581e-03,1.28785498734509272e+01,1.97198498629830829e+04
7.87924083093749332e-03,1.29098487342658981e+01,1.97669458318408688e+04
7.91475543941116272e-03,1.29411003311733737e+01,1.98139713178084239e+04
7.95043012516157693e-03,1.29723035010489802e+01,1.98609242479890599e+04
7.98626560971533311e-03,1.30034570120305322e+01,1.99078026241600346e+04
8.02226261785120472e-03,1.30345596008613072e+01,1.99546044733713316e+04
8.05842187761481900e-03,1.30656099987482399e+01,2.00013278137907728e+04
8.09474412033335880e-03,1.30966069315073828e+01,2.00479706553886535e+04
8.13123008063037014e-03,1.31275491204913681e+01,2.00945310292477152e+04
8.16788049644061494e-03,1.31584352829605624e+01,2.01410069983289104e+04
8.20469610902499133e-03,1.31892641310213996e+01,2.01873966204182288e+04
8.24167766298554080e-03,1.32200343715939237e+01,2.02336979453866843e+04
8.27882590628048129e-03,1.32507447091609922e+01,2.02799090161654058e+04
8.31614159023937038e-03,1.32813938561045575e+01,2.03260278722455660e+04
8.35362546957826163e-03,1.33119805238139826e+01,2.03720525467846528e+04
8.39127830241500824e-03,1.33425034188914680e+01,2.04179810654082939e+04
8.42910085028455991e-03,1.33729612392102020e+01,2.04638114441830949e+04
8.46709387815439141e-03,1.34033525824694877e+01,2.05095416413716775e+04
8.50525815443996247e-03,1.34336759432947712e+01,2.05551695559670698e+04
8.54359445102026438e-03,1.34639298055794452e+01,2.06006930765309116e+04
8.58210354325341686e-03,1.34941126469214332e+01,2.06461100835946600e+04
8.62078620999237252e-03,1.35242230038956741e+01,2.06914184691438131e+04
8.65964323360065603e-03,1.35542596357157752e+01,2.07366161853560006e+04
8.69867539996818477e-03,1.35842213480050784e+01,2.07817011922681813e+04
8.73788349852717451e-03,1.36141069433974096e+01,2.08266714431657601e+04
8.77726832226809195e-03,1.36439152038498257e+01,2.08715248770627441e+04
8.81683066775571130e-03,1.36736446402922418e+01,2.09162593113022012e+04
8.85657133514520210e-03,1.37032935506244140e+01,2.09608724665494665e+04
8.89649112819833332e-03,1.37328602203221575e+01,2.10053620529981126e+04
8.93659085429971377e-03,1.37623429281513747e+01,2.10497257727770593e+04
8.97687132447314538e-03,1.37917400595288147e+01,2.10939613136095941e+04
9.01733335339798513e-03,1.38210502856799859e+01,2.11380663387276036e+04
9.05797775942566129e-03,1.38502723207373339e+01,2.11820385008485355e+04
9.09880536459621581e-03,1.38794048760311881e+01,2.12258754449115804e+04
9.13981699465490557e-03,1.39084466398228930e+01,2.12695748324888373e+04
9.18101347906894426e-03,1.39373960899810285e+01,2.13131345656998783e+04
9.22239565104423543e-03,1.39662515784542087e+01,2.13565526865088141e+04
9.26396434754226533e-03,1.39950114502694625e+01,2.13998272348178944e+04
9.30572040929699036e-03,1.40236740455007762e+01,2.14429562447089993e+04
9.34766468083188078e-03,1.40522377400095628e+01,2.14859375127178464e+04
9.38979801047696086e-03,1.40807009832188097e+01,2.15287683830787464e+04
9.43212125038600871e-03,1.41090622293169510e+01,2.15714461408736643e+04
9.47463525655375428e-03,1.41373199286005473e+01,2.16139680621044172e+04
9.51734088883321623e-03,1.41654725140130449e+01,2.16563314516219943e+04
9.56023901095308035e-03,1.41935183173163590e+01,2.16985338770969429e+04
9.60333049053516651e-03,1.42214556232132789e+01,2.17405730186350011e+04
9.64661619911199621e-03,1.42492827115191645e+01,2.17824465517219251e+04
9.69009701214438961e-03,1.42769978590034974e+01,2.18241521463603931e+04
9.73377380903920481e-03,1.43045994145397550e+01,2.18656874423248955e+04
9.77764747316708926e-03,1.43320858333302006e+01,2.19070500379991790e+04
9.82171889188038043e-03,1.43594555762769893e+01,2.19482375239425892e+04
9.86598895653102020e-03,1.43867071016213579e+01,2.19892474858528185e+04
9.91045856248860997e-03,1.44138388486331941e+01,2.20300774858064797e+04
9.95512860915850201e-03,1.44408491690752427e+01,2.20707249833090427e+04
1.00000000000000019e-02,1.44677363842102338e+01,2.21111874010558058e+04
1.00450736425446302e-02,1.44944988120886151e+01,2.21514621564282497e+04
1.00903504484144771e-02,1.45211347662396744e+01,2.21915466624236142e+04
1.01358313333406620e-02,1.45476425185045137e+01,2.22314383469045133e+04
1.01815172171818204e-02,1.45740202954227129e+01,2.22711346546882778e+04
1.02274090239427434e-02,1.46002663180916912e+01,2.23106330274013271e+04
1.02735076817930260e-02,1.46263788044071621e+01,2.23499309025817674e+04
1.03198141230858888e-02,1.46523559859534718e+01,2.23890256746671912e+04
1.03663292843769808e-02,1.46781961545977282e+01,2.24279145865353712e+04
1.04130541064433729e-02,1.47038976148089571e+01,2.24665948415257808e+04
1.04599895343025374e-02,1.47294586690418488e+01,2.25050636381306613e+04
1.05071365172315044e-02,1.47548776147334273e+01,2.25433181787872527e+04
1.05544960087860362e-02,1.47801526953328342e+01,2.25813558046153485e+04
1.06020689668199011e-02,1.48052821091379734e+01,2.26191739717644377e+04
1.06498563535042945e-02,1.48302640509968118e+01,2.26567701377335907e+04
1.06978591353472374e-02,1.48550967137012879e+01,2.26941417579571316e+04
1.07460782832131778e-02,1.48797782645815300e+01,2.27312862210359635e+04
1.07945147723425873e-02,1.49043068040895026e+01,2.27682007342891047e+04
1.08431695823717131e-02,1.49286804194159348e+01,2.28048824714760412e+04
1.08920436973523691e-02,1.49528971956751437e+01,2.28413286034432240e+04
1.09411381057718613e-02,1.49769552379193058e+01,2.28775363033814683e+04
1.09904538005729524e-02,1.50008528927559315e+01,2.29135027979545666e+04
1.10399917791739795e-02,1.50245886588067545e+01,2.29492253469161806e+04
1.10897530434889858e-02,1.50481610381844266e+01,2.29847012091790421e+04
1.11397385999480267e-02,1.50715685328280298e+01,2.30199276421331851e+04
1.11899494595174911e-02,1.50948094289871797e+01,2.30549018458682804e+04
1.12403866377205584e-02,1.51178815694490805e+01,2.30896209042231822e+04
1.12910511546577622e-02,1.51407827405107298e+01,2.31240818855177968e+04
1.13419440350275708e-02,1.51635107260266366e+01,2.31582818568027324e+04
1.13930663081471713e-02,1.51860633510203638e+01,2.31922178875099162e+04
1.14444190079732305e-02,1.52084387760411026e+01,2.32258870726656532e+04
1.14960031731228644e-02,1.52306353199675168e+01,2.32592865193191465e+04
1.15478198468945813e-02,1.52526513040681024e+01,2.32924133346331982e+04
1.15998700772894509e-02,1.52744850497410951e+01,2.33252646262194103e+04
1.16521549170322310e-02,1.52961347916630412e+01,2.33578375101245765e+04
1.17046754235927246e-02,1.53175986301745279e+01,2.33901291153377279e+04
1.17574326592071159e-02,1.53388746549696471e+01,2.34221365731166843e+04
1.18104276908994714e-02,1.53599609567282318e+01,2.34538570162492033e+04
1.18636615905033486e-02,1.53808556214345113e+01,2.34852875568988893e+04
1.19171354346834200e-02,1.54015567036894439e+01,2.35164251841443038e+04
1.19708503049573041e-02,1.54220622481081850e+01,2.35472668453454535e+04
1.20248072877173866e-02,1.54423703007783395e+01,2.35778094895020658e+04
1.20790074742528480e-02,1.54624789079863802e+01,2.36080500688932880e+04
1.21334519607716792e-02,1.54823860725686959e+01,2.36379855773999589e+04
1.21881418484229009e-02,1.55020897465944163e+01,2.36676130573342052e+04
1.22430782433187967e-02,1.55215878809785242e+01,2.36969295569333044e+04
1.22982622565573230e-02,1.55408784286346418e+01,2.37259321281272569e+04
1.23536950042445384e-02,1.55599593940596748e+01,2.37546178062110812e+04
1.24093776075171990e-02,1.55788289843948231e+01,2.37829835470941762e+04
1.24653111925654512e-02,1.55974854612618792e+01,2.38110262896675995e+04
1.25214968906555701e-02,1.56159270905702048e+01,2.38387429772048563e+04
1.25779358381528771e-02,1.56341521272932358e+01,2.38661305530283316e+04
1.26346291765446865e-02,1.56521585462280175e+01,2.38931858791413360e+04
1.26915780524634366e-02,1.56699440748210090e+01,2.39199057464773396e+04
1.27487836177098274e-02,1.56875064345405590e+01,2.39462869483947361e+04
1.28062470292761733e-02,1.57048433497554480e+01,2.39723262837021866e+04
1.28639694493697457e-02,1.57219526484780694e+01,2.39980206398117152e+04
1.29219520454363357e-02,1.57388324599990064e+01,2.40233671557111520e+04
1.29801959901838116e-02,1.57554809736740200e+01,2.40483630233687763e+04
1.30387024616058847e-02,1.57718963846250411e+01,2.40730054431494718e+04
1.30974726430059026e-02,1.57880768774949178e+01,2.40972915978881138e+04
1.31565077230207869e-02,1.58040204429693016e+01,2.41212183601640536e+04
1.32158088956450918e-02,1.58197249438709964e+01,2.41447823977633598e+04
1.32753773602551275e-02,1.58351882458716240e+01,2.41679803822190006e+04
1.33352143216332458e-02,1.58504082203293066e+01,2.41908089933510746e+04
1.33953209899921686e-02,1.58653827743543889e+01,2.42132649714266372e+04
1.34556985809995144e-02,1.58801098867357489e+01,2.42353451794865177e+04
1.35163483158023297e-02,1.58945875516164588e+01,2.42570465054948872e+04
1.35772714210518446e-02,1.59088137701287611e+01,2.42783658477667523e+04
1.36384691289282260e-02,1.59227865464333416e+01,2.42993001418391686e+04
1.36999426771655490e-02,1.59365038566482031e+01,2.43198465572659879e+04
1.37616933090767939e-02,1.59499636667327458e+01,2.43400023875764709e+04
1.38237222735789998e-02,1.59631639503686333e+01,2.43597649402663737e+04
1.38860308252185503e-02,1.59761026878340964e+01,2.43791315254038600e+04
1.39486202241965000e-02,1.59887777607786976e+01,2.43980987047100680e+04
1.40114917363941202e-02,1.60011868839493800e+01,2.44166618038277848e+04
1.40746466333984358e-02,1.60133277639868830e+01,2.44348160415329767e+04
1.41380861925280103e-02,1.60251981159257006e+01,2.44525566455956578e+04
1.42018116968587182e-02,1.60367957790734543e+01,2.44698797512704587e+04
1.42658244352497493e-02,1.60481192964220334e+01,2.44867869011623079e+04
1.43301257023696286e-02,1.60591674807028397e+01,2.45032816714096189e+04
1.43947167987224477e-02,1.60699391575833488e+01,2.45193676744559707e+04
1.44595990306741213e-02,1.60804331170080950e+01,2.45350481592647629e+04
1.45247737104788402e-02,1.60906464729430603e+01,2.45503125920045750e+04
1.45902421563056123e-02,1.61005742588763994e+01,2.45651333461901195e+04
1.46560056922648927e-02,1.61102113828900677e+01,2.45794816940563069e+04
1.47220656484354090e-02,1.61195527577405038e+01,2.45933288688699431e+04
1.47884233608910152e-02,1.61285944534727328e+01,2.46066561071614669e+04
1.48550801717277567e-02,1.61373375682855666e+01,2.46194883770966007e+04
1.49220374290909719e-02,1.61457845874105779e+01,2.46318626428079442e+04
1.49892964872026125e-02,1.61539380187417514e+01,2.46438159715452166e+04
1.50568587063885651e-02,1.61618002197439630e+01,2.46553839537321364e+04
1.51247254531062386e-02,1.61693700197356023e+01,2.46665699118417033e+04
1.51928980999721241e-02,1.61766429309346158e+01,2.46773468247940800e+04
1.52613780257896351e-02,1.61836143456172543e+01,2.46876864704917461e+04
1.53301666155769220e-02,1.61902796657771866e+01,2.46975606052550102e+04
1.53992652605949229e-02,1.61966350069184912e+01,2.47069477248548501e+04
1.54686753583755197e-02,1.62026787313828926e+01,2.47158477974019734e+04
1.55383983127497412e-02,1.62084096604160095e+01,2.47242650766421575e+04
1.56084355338762335e-02,1.62138266321750812e+01,2.47322038513119005e+04
1.56787884382697078e-02,1.62189284520987336e+01,2.47396680427385327e+04
1.57494584488296480e-02,1.62237132793233592e+01,2.47466562576791621e+04
1.58204469948690397e-02,1.62281788177845101e+01,2.47531633262716205e+04
1.58917555121433351e-02,1.62323227778860932e+01,2.47591840202399326e+04
1.59633854428794242e-02,1.62361428877642950e+01,2.47647131383481392e+04
1.60353382358048684e-02,1.62396370963963115e+01,2.47697463768220005e+04
1.61076153461771551e-02,1.62428038470931888e+01,2.47742815016288223e+04
1.61802182358131430e-02,1.62456416699487036e+01,2.47783165993162656e+04
1.62531483731186525e-02,1.62481491140944492e+01,2.47818497855750575e+04
1.63264072331181197e-02,1.62503247126480481e+01,2.47848791246977307e+04
1.63999962974844780e-02,1.62521666957153705e+01,2.47874019721573932e+04
1.64739170545690726e-02,1.62536731404210002e+01,2.47894153178990964e+04
1.65481709994318230e-02,1.62548421422901868e+01,2.47909161784937714e+04
1.66227596338713902e-02,1.62556718174021988e+01,2.47919016033877597e+04
1.66976844664556284e-02,1.62561603140356290e+01,2.47923688353332509e+04
1.67729470125520183e-02,1.62563058215775698e+01,2.47923154320029498e+04
1.68485487943583929e-02,1.62561065529940940e+01,2.47917390122866600e+04
1.69244913409336527e-02,1.62555607432001992e+01,2.47906372282957709e+04
1.70007761882287334e-02,1.62546666850894752e+01,2.47890077257398880e+04
1.70774048791176788e-02,1.62534229253226137e+01,2.47868479245199742e+04
1.71543789634287930e-02,1.62518281256410013e+01,2.47841551757309899e+04
1.72316999979760591e-02,1.62498809712656858e+01,2.47809268656682580e+04
1.73093695465905521e-02,1.62475801662644415e+01,2.47771604197465313e+04
1.73873891801521428e-02,1.62449242499052922e+01,2.47728534234474282e+04
1.74657604766211838e-02,1.62419115369738165e+01,2.47680036621384315e+04
1.75444850210705154e-02,1.62385403500595231e+01,2.47626089698346332e+04
1.76235644057174366e-02,1.62348090369624884e+01,2.47566672185757234e+04
1.77030002299559848e-02,1.62307160036603548e+01,2.47501762948366231e+04
1.77827941003892362e-02,1.62262598348188156e+01,2.47431340111866120e+04
1.78629476308617939e-02,1.62214391859787526e+01,2.47355381868305849e+04
1.79434624424924805e-02,1.62162527391280022e+01,2.47273866812582419e+04
1.80243401637070547e-02,1.62106992001836439e+01,2.47186773900632652e+04
1.81055824302712269e-02,1.62047772367077663e+01,2.47094081415611581e+04
1.81871908853236536e-02,1.61984854783414036e+01,2.46995766974990765e+04
1.82691671794092472e-02,1.61918225798716122e+01,2.46891808577122247e+04
1.83515129705125145e-02,1.61847872244426050e+01,2.46782184654482953e+04
1.84342299240911091e-02,1.61773781452333694e+01,2.46666875312022021e+04
1.85173197131094994e-02,1.61695941772720495e+01,2.46545865307521744e+04
1.86007840180728266e-02,1.61614342003395457e+01,2.46419140736433365e+04
1.86846245270608641e-02,1.61528971237306465e+01,2.46286688136479861e+04
1.87688429357621908e-02,1.61439818841898131e+01,2.46148494269421208e+04
1.88534409475084701e-02,1.61346874137260805e+01,2.46004543094318287e+04
1.89384202733088869e-02,1.61250126484487737e+01,2.45854816566254885e+04
1.90237826318847940e-02,1.61149565547535580e+01,2.45699297053102673e+04
1.91095297497044063e-02,1.61045181303440899e+01,2.45537967403787698e+04
1.91956633610178180e-02,1.60936964188218887e+01,2.45370811482027675e+04
1.92821852078919609e-02,1.60824905315431756e+01,2.45197814969167739e+04
1.93690970402459438e-02,1.60708996174815759e+01,2.45018964241666436e+04
1.94564006158863580e-02,1.60589228579760572e+01,2.44834246170241677e+04
1.95440977005429152e-02,1.60465594727884771e+01,2.44643648317978914e+04
1.96321900679040547e-02,1.60338087717803646e+01,2.44447160670126686e+04
1.97206794996529454e-02,1.60206701305427757e+01,2.44244774810670824e+04
1.98095677855033986e-02,1.60071429582480960e+01,2.44036482837879812e+04
1.98988567232361233e-02,1.59932266965094207e+01,2.43822277338952554e+04
1.99885481187351138e-02,1.59789207135526610e+01,2.43602149712922474e+04
2.00786437860241002e-02,1.59642242119681050e+01,2.43376088708778152e+04
2.01691455473033132e-02,1.59491364078318867e+01,2.43144083263050088e+04
2.02600552329862751e-02,1.59336565530105290e+01,2.42906122852783992e+04
2.03513746817368772e-02,1.59177839900613716e+01,2.42662198088711630e+04
2.04431057405065064e-02,1.59015184796485052e+01,2.42412304246728600e+04
2.05352502645714668e-02,1.58848599804293844e+01,2.42156438895578249e+04
2.06278101175704325e-02,1.58678084860757806e+01,2.41894600140660878e+04
2.07207871715422154e-02,1.58503640217429496e+01,2.41626786590877200e+04
2.08141833069635553e-02,1.58325265036399401e+01,2.41352996018713857e+04
2.09080004127871893e-02,1.58142956815493907e+01,2.41073224812571243e+04
2.10022403864800755e-02,1.57956713267410986e+01,2.40787469772803488e+04
2.10969051340617227e-02,1.57766532474305556e+01,2.40495728260572432e+04
2.11919965701427813e-02,1.57572413210602988e+01,2.40197998743034404e+04
2.12875166179637282e-02,1.57374356240504074e+01,2.39894282985942336e+04
2.13834672094338207e-02,1.57172363203096790e+01,2.39584584168752626e+04
2.14798502851700872e-02,1.56966436102497724e+01,2.39268906022434276e+04
2.15766677945366768e-02,1.56756577287954784e+01,2.38947252824037532e+04
2.16739216956841792e-02,1.56542788930623935e+01,2.38619629223015654e+04
2.17716139555893286e-02,1.56325072992369183e+01,2.38286040232146479e+04
2.18697465500947048e-02,1.56103431783468789e+01,2.37946491415500604e+04
2.19683214639487569e-02,1.55877867992566479e+01,2.37600988899679251e+04
2.20673406908459095e-02,1.55648387052697821e+01,2.37249539411322839e+04
2.21668062334668681e-02,1.55415003444726327e+01,2.36892150374251833e+04
2.22667201035191969e-02,1.55177733955609849e+01,2.36528829808672781e+04
2.23670843217779157e-02,1.54936595673012611e+01,2.36159586302135467e+04
2.24679009181264523e-02,1.54691605302325925e+01,2.35784429144095375e+04
2.25691719315976175e-02,1.54442768868426619e+01,2.35403370342797825e+04
2.26708994104149221e-02,1.54190083893996466e+01,2.35016424199391986e+04
2.27730854120339367e-02,1.53933548077981381e+01,2.34623605609442093e+04
2.28757320031839663e-02,1.53673159560168777e+01,2.34224930012818695e+04
2.29788412599097741e-02,1.53408920347107536e+01,2.33820413476257345e+04
2.30824152676136658e-02,1.53140842081782900e+01,2.33410072832444421e+04
2.31864561210975706e-02,1.52868938294280188e+01,2.32993925492274029e+04
2.32909659246054654e-02,1.52593222856319155e+01,2.32571989406966604e+04
2.33959467918659382e-02,1.52313709931679426e+01,2.32144283195728240e+04
2.35014008461349004e-02,1.52030413498843213e+01,2.31710827401564638e+04
2.36073302202385663e-02,1.51743347558573820e+01,2.31271643940161048e+04
2.37137370566165573e-02,1.51452526451527660e+01,2.30826755258237317e+04
2.38206235073652808e-02,1.51157964869198373e+01,2.30376184330891228e+04
2.39279917342813814e-02,1.50859678817630378e+01,2.29919956144255520e+04
2.40358439089055596e-02,1.50557686576294980e+01,2.29458099170647583e+04
2.41441822125663952e-02,1.50252006971671115e+01,2.28990642712100962e+04
2.42530088364245541e-02,1.49942659143114163e+01,2.28517616540029849e+04
2.43623259815170211e-02,1.49629662439665783e+01,2.28039050414600279e+04
2.44721358588016677e-02,1.49313035754771963e+01,2.27554970952774602e+04
2.45824406892019842e-02,1.48992797946350546e+01,2.27065403616430121e+04
2.46932427036519325e-02,1.48668968185914565e+01,2.26570374365879106e+04
2.48045441431411461e-02,1.48341565995354490e+01,2.26069909776976965e+04
2.49163472587601714e-02,1.48010613237317816e+01,2.25564043018210978e+04
2.50286543117460882e-02,1.47676135107350461e+01,2.25052816831762393e+04
2.51414675735281458e-02,1.47338157311741078e+01,2.24536275067279239e+04
2.52547893257738000e-02,1.46996705811818060e+01,2.24014461918260167e+04
2.53686218604347695e-02,1.46651806957979183e+01,2.23487420961775497e+04
2.54829674797934745e-02,1.46303488093740359e+01,2.22955190934103048e+04
2.55978284965095171e-02,1.45951777051018059e+01,2.22417809205681988e+04
2.57132072336665567e-02,1.45596701892176661e+01,2.21875313542189069e+04
2.58291060248191755e-02,1.45238290896835629e+01,2.21327742231442862e+04
2.59455272140401635e-02,1.44876572296766000e+01,2.20775137753735435e+04
2.60624731559679149e-02,1.44511574238442737e+01,2.20217547250318639e+04
2.61799462158540074e-02,1.44143325072892843e+01,2.19655018389412435e+04
2.62979487696111056e-02,1.43771853368769218e+01,2.19087599123660075e+04
2.64164832038609326e-02,1.43397189086788259e+01,2.18515338297539420e+04
2.65355519159826275e-02,1.43019367035976384e+01,2.17938287444045927e+04
2.66551573141611542e-02,1.42638423316822855e+01,2.17356498926082349e+04
2.67753018174360854e-02,1.42254394156579433e+01,2.16770025324677154e+04
2.68959878557504355e-02,1.41867315910369598e+01,2.16178919531044776e+04
2.70172178699999085e-02,1.41477225163542712e+01,2.15583236414194434e+04
2.71389943120821792e-02,1.41084158709253433e+01,2.14983032546391187e+04
2.72613196449465120e-02,1.40688153447086126e+01,2.14378364699739286e+04
2.73841963426436283e-02,1.40289246375283572e+01,2.13769289788490096e+04
2.75076268903756346e-02,1.39887475381920190e+01,2.13155865945113692e+04
2.76316137845464098e-02,1.39482880732620487e+01,2.12538154544540885e+04
2.77561595328119810e-02,1.39075503151050572e+01,2.11916217590142078e+04
2.78812666541313446e-02,1.38665383396097237e+01,2.11290117137221387e+04
2.80069376788173070e-02,1.38252562459868962e+01,2.10659915588050171e+04
2.81331751485877704e-02,1.37837083758673966e+01,2.10025678958293283e+04
2.82599816166170456e-02,1.37418992259959651e+01,2.09387475575093049e+04
2.83873596475875609e-02,1.36998332918798660e+01,2.08745373745788238e+04
2.85153118177416676e-02,1.36575150647096475e+01,2.08099441713132765e+04
2.86438407149338069e-02,1.36149490811364693e+01,2.07449748620594655e+04
2.87729489386828220e-02,1.35721399794915669e+01,2.06796365602162587e+04
2.89026391002245100e-02,1.35290924034962483e+01,2.06139363922833872e+04
2.90329138225644962e-02,1.34858109875292538e+01,2.05478814696288609e+04
2.91637757405312087e-02,1.34423003895279987e+01,2.04814789261117912e+04
2.92952275008292462e-02,1.33985655308179243e+01,2.04147361938622998e+04
2.94272717620928242e-02,1.33546114516008263e+01,2.03476608367186454e+04
2.95599111949396420e-02,1.33104431752899224e+01,2.02802603938549764e+04
2.96931484820247941e-02,1.32660657096437689e+01,2.02125423836226764e+04
2.98269863180951229e-02,1.32214842233129382e+01,2.01445146855006096e+04
2.99614274100436402e-02,1.31767041505234559e+01,2.00761857667331860e+04
3.00964744769643515e-02,1.31317309245716043e+01,2.00075641068387195e+04
3.02321302502071704e-02,1.30865699509411328e+01,1.99386581399331080e+04
3.03683974734332042e-02,1.30412266399426269e+01,1.98694762540729862e+04
3.05052789026702721e-02,1.29957065671575975e+01,1.98000267921551203e+04
3.06427773063685689e-02,1.29500153457945633e+01,1.97303180493879954e+04
3.07808954654567556e-02,1.29041585544933266e+01,1.96603582714534241e+04
3.09196361733980983e-02,1.28581417418502646e+01,1.95901556667801051e+04
3.10590022362470623e-02,1.28119705965274804e+01,1.95197188335679602e+04
3.11989964727059851e-02,1.27656509808037502e+01,1.94490568445061508e+04
3.13396217141821698e-02,1.27191887268017698e+01,1.93781787366393546e+04
3.14808808048450406e-02,1.26725896229305697e+01,1.93070934779817471e+04
3.16227766016838052e-02,1.26258594895408667e+01,1.92358100532823373e+04
3.17653119745650928e-02,1.25790044246495381e+01,1.91643377431363806e+04
3.19084898062910877e-02,1.25320305607166400e+01,1.90926858472484746e+04
3.20523129926578512e-02,1.24849439769142769e+01,1.90208635844782148e+04
3.21967844425137956e-02,1.24377507091173172e+01,1.89488801095174094e+04
