phase,mG_eV,beta,max_initial_axis_tree_force_ratio,max_tree_index,max_charged_CW_force_ratio,max_CW_index,max_d_over_s,max_h_over_s,min_scalar_ratio,VA_marker_eV,VA_over_MI,heavy_threshold_below_marker,heavy_threshold_below_marker_by_ten,tree_axis_budget_pass,CW_budget_pass,direct_gaugino_cX1_eV,gauge_common_msoft_cX1_eV,gauge_common_old_force_ratio_cX1,phase_offset_for_axis_longitudinal_budget
zero,3.1622776601683796e-14,2.199504634400044e+19,5.661021355974826e+19,1024,251516.81174684822,1024,1.015512139818709e-49,3.1867101214555255e-25,1.0,11548612.156987,0.00011548612156987,False,False,False,False,2.5113417997688034e-15,3.673257666788602e-16,1.095447317283185,1.7664656907619107e-21
zero,5.6234132519034906e-14,3.911333803638786e+19,1.0066877717120655e+20,1024,795365.9949438334,1024,3.21133135337849e-49,5.666860994746995e-25,1.0,15400321.82308408,0.0001540032182308408,False,False,False,False,4.4658674140989534e-15,6.532078476617784e-16,3.4641085793359965,9.933566574463385e-22
zero,1e-13,6.955444368800077e+19,1.7901721367735298e+20,1024,2515168.1174684814,1024,1.0155121398187087e-48,1.007726222651127e-24,1.0,20536659.213295177,0.00020536659213295176,False,False,False,False,7.941560070455938e-15,1.161586065972782e-15,10.954473172831849,5.586054991350296e-22
zero,1.7782794100389227e-13,1.2368723508708347e+20,3.18342625124975e+20,1024,7953659.949438334,1024,3.21133135337849e-48,1.792018792696798e-24,1.0,27386075.205963504,0.000273860752059635,False,False,False,False,1.412231275687905e-14,2.0656245841075118e-15,34.64108579335997,3.14126956642209e-22
zero,3.162277660168379e-13,2.1995046344000435e+20,5.661021355974826e+20,1024,25151681.17468481,1024,1.0155121398187086e-47,3.186710121455525e-24,1.0,36519918.229988955,0.00036519918229988956,False,False,False,False,2.511341799768803e-14,3.673257666788601e-15,109.54473172831845,1.766465690761911e-22
zero,5.62341325190349e-13,3.911333803638786e+20,1.0066877717120655e+21,1024,79536599.49438336,1024,3.21133135337849e-47,5.666860994746995e-24,1.0,48700093.660542354,0.00048700093660542355,False,False,False,False,4.465867414098953e-14,6.532078476617784e-15,346.41085793359963,9.933566574463385e-23
zero,1e-12,6.955444368800076e+20,1.7901721367735296e+21,1024,251516811.74684808,1024,1.0155121398187088e-46,1.007726222651127e-23,1.0,64942618.644694455,0.0006494261864469445,False,False,False,False,7.941560070455937e-14,1.1615860659727819e-14,1095.4473172831842,5.586054991350296e-23
zero,1.7782794100389228e-12,1.2368723508708348e+21,3.18342625124975e+21,1024,795365994.9438337,1024,3.2113313533784906e-46,1.792018792696798e-23,1.0,86602373.82350954,0.0008660237382350954,False,False,False,False,1.412231275687905e-13,2.0656245841075118e-14,3464.1085793359966,3.1412695664220897e-23
zero,3.1622776601683794e-12,2.1995046344000434e+21,5.661021355974825e+21,1024,2515168117.4684815,1024,1.0155121398187088e-45,3.186710121455525e-23,1.0,115486121.56987001,0.0011548612156987,False,False,False,False,2.511341799768803e-13,3.673257666788601e-14,10954.473172831844,1.7664656907619112e-23
zero,5.6234132519034904e-12,3.9113338036387856e+21,1.0066877717120654e+22,1024,7953659949.438333,1024,3.21133135337849e-45,5.666860994746995e-23,1.0,154003218.2308408,0.001540032182308408,False,False,False,False,4.465867414098954e-13,6.532078476617785e-14,34641.08579335997,9.933566574463387e-24
zero,1e-11,6.955444368800075e+21,1.7901721367735297e+22,1024,25151681174.68481,1024,1.0155121398187087e-44,1.007726222651127e-22,1.0,205366592.13295177,0.0020536659213295175,False,False,False,False,7.941560070455936e-13,1.1615860659727816e-13,109544.73172831841,5.586054991350296e-24
zero,1.7782794100389227e-11,1.2368723508708346e+22,3.1834262512497504e+22,1024,79536599494.38336,1024,3.21133135337849e-44,1.7920187926967982e-22,1.0,273860752.05963504,0.0027386075205963504,False,False,False,False,1.4122312756879047e-12,2.0656245841075114e-13,346410.85793359956,3.141269566422089e-24
zero,3.1622776601683794e-11,2.1995046344000436e+22,5.661021355974826e+22,1024,251516811746.8482,1024,1.0155121398187088e-43,3.1867101214555253e-22,1.0,365199182.2998895,0.003651991822998895,False,False,False,False,2.5113417997688033e-12,3.673257666788602e-13,1095447.3172831847,1.766465690761911e-24
zero,5.6234132519034906e-11,3.911333803638786e+22,1.0066877717120654e+23,1024,795365994943.8336,1024,3.2113313533784904e-43,5.666860994746995e-22,1.0,487000936.6054235,0.004870009366054235,False,False,False,False,4.4658674140989534e-12,6.532078476617784e-13,3464108.579335996,9.933566574463385e-25
zero,1e-10,6.955444368800076e+22,1.7901721367735297e+23,1024,2515168117468.4814,1024,1.0155121398187089e-42,1.007726222651127e-21,1.0,649426186.4469446,0.006494261864469446,False,False,False,False,7.941560070455937e-12,1.161586065972782e-12,10954473.172831845,5.586054991350296e-25
zero,1.778279410038923e-10,1.2368723508708347e+23,3.1834262512497504e+23,1024,7953659949438.34,1024,3.211331353378491e-42,1.7920187926967984e-21,1.0,866023738.2350955,0.008660237382350954,False,False,False,False,1.4122312756879051e-11,2.065624584107512e-12,34641085.79335997,3.141269566422089e-25
zero,3.1622776601683795e-10,2.1995046344000435e+23,5.6610213559748256e+23,1024,25151681174684.812,1024,1.0155121398187089e-41,3.186710121455525e-21,1.0,1154861215.6987002,0.011548612156987001,False,False,False,False,2.5113417997688033e-11,3.673257666788602e-12,109544731.72831847,1.766465690761911e-25
zero,5.623413251903491e-10,3.911333803638786e+23,1.0066877717120654e+24,1024,79536599494383.36,1024,3.2113313533784907e-41,5.666860994746996e-21,1.0,1540032182.308408,0.01540032182308408,False,False,False,False,4.4658674140989544e-11,6.532078476617785e-12,346410857.9335998,9.933566574463385e-26
zero,1e-09,6.955444368800076e+23,1.7901721367735297e+24,1024,251516811746848.12,1024,1.0155121398187089e-40,1.007726222651127e-20,1.0,2053665921.3295176,0.020536659213295175,False,False,False,False,7.941560070455937e-11,1.161586065972782e-11,1095447317.2831845,5.586054991350296e-26
zero,1.7782794100389228e-09,1.2368723508708347e+24,3.18342625124975e+24,1024,795365994943833.8,1024,3.2113313533784906e-40,1.7920187926967984e-20,1.0,2738607520.5963507,0.027386075205963506,False,False,False,False,1.412231275687905e-10,2.0656245841075118e-11,3464108579.335996,3.1412695664220895e-26
zero,3.1622776601683795e-09,2.1995046344000437e+24,5.661021355974825e+24,1024,2515168117468481.5,1024,1.0155121398187088e-39,3.186710121455525e-20,1.0,3651991822.9988956,0.03651991822998896,False,False,False,False,2.5113417997688035e-10,3.673257666788602e-11,10954473172.831848,1.7664656907619114e-26
zero,5.623413251903491e-09,3.911333803638786e+24,1.0066877717120656e+25,1024,7953659949438337.0,1024,3.211331353378491e-39,5.666860994746996e-20,1.0,4870009366.054235,0.04870009366054236,False,False,False,False,4.465867414098954e-10,6.532078476617784e-11,34641085793.35997,9.933566574463384e-27
zero,1e-08,6.955444368800076e+24,1.7901721367735297e+25,1024,2.5151681174684812e+16,1024,1.0155121398187089e-38,1.007726222651127e-19,1.0,6494261864.469446,0.06494261864469446,False,False,False,False,7.941560070455937e-10,1.161586065972782e-10,109544731728.31845,5.586054991350296e-27
zero,1.7782794100389228e-08,1.2368723508708348e+25,3.1834262512497505e+25,1024,7.953659949438336e+16,1024,3.2113313533784906e-38,1.7920187926967982e-19,1.0,8660237382.350954,0.08660237382350953,False,False,False,False,1.4122312756879049e-09,2.0656245841075116e-10,346410857933.5996,3.141269566422089e-27
zero,3.162277660168379e-08,2.1995046344000434e+25,5.6610213559748244e+25,1024,2.515168117468481e+17,1024,1.0155121398187087e-37,3.1867101214555247e-19,1.0,11548612156.987001,0.11548612156987001,False,False,False,False,2.5113417997688033e-09,3.6732576667886016e-10,1095447317283.1847,1.7664656907619114e-27
zero,5.6234132519034905e-08,3.911333803638786e+25,1.0066877717120656e+26,1024,7.953659949438335e+17,1024,3.21133135337849e-37,5.666860994746995e-19,1.0,15400321823.08408,0.1540032182308408,False,False,False,False,4.4658674140989536e-09,6.532078476617784e-10,3464108579335.9966,9.933566574463384e-28
zero,1e-07,6.955444368800076e+25,1.7901721367735295e+26,1024,2.5151681174684815e+18,1024,1.0155121398187086e-36,1.007726222651127e-18,1.0,20536659213.295174,0.20536659213295175,False,False,False,False,7.941560070455937e-09,1.1615860659727818e-09,10954473172831.844,5.586054991350297e-28
zero,1.7782794100389227e-07,1.2368723508708347e+26,3.18342625124975e+26,1024,7.953659949438334e+18,1024,3.21133135337849e-36,1.7920187926967982e-18,1.0,27386075205.963505,0.27386075205963506,False,False,False,False,1.4122312756879048e-08,2.0656245841075116e-09,34641085793359.953,3.1412695664220893e-28
zero,3.162277660168379e-07,2.1995046344000433e+26,5.661021355974825e+26,1024,2.5151681174684807e+19,1024,1.0155121398187087e-35,3.1867101214555247e-18,1.0,36519918229.98895,0.3651991822998895,False,False,False,False,2.5113417997688032e-08,3.6732576667886015e-09,109544731728318.45,1.7664656907619111e-28
zero,5.62341325190349e-07,3.911333803638786e+26,1.0066877717120653e+27,1024,7.953659949438334e+19,1024,3.21133135337849e-35,5.6668609947469945e-18,1.0,48700093660.54235,0.4870009366054235,False,False,False,False,4.465867414098953e-08,6.532078476617783e-09,346410857933599.6,9.933566574463387e-29
zero,1e-06,6.955444368800075e+26,1.7901721367735296e+27,1024,2.5151681174684818e+20,1024,1.0155121398187087e-34,1.0077262226511269e-17,1.0,64942618644.69446,0.6494261864469446,False,False,False,False,7.941560070455936e-08,1.1615860659727818e-08,1095447317283184.2,5.586054991350297e-29
zero,1.7782794100389227e-06,1.2368723508708346e+27,3.18342625124975e+27,1024,7.953659949438334e+20,1024,3.21133135337849e-34,1.792018792696798e-17,1.0,86602373823.50954,0.8660237382350954,False,False,False,False,1.412231275687905e-07,2.0656245841075118e-08,3464108579335996.5,3.1412695664220896e-29
zero,3.162277660168379e-06,2.1995046344000434e+27,5.661021355974825e+27,1024,2.5151681174684807e+21,1024,1.0155121398187086e-33,3.1867101214555246e-17,1.0,115486121569.87001,1.1548612156987001,True,False,False,False,2.511341799768803e-07,3.6732576667886014e-08,1.0954473172831844e+16,1.7664656907619113e-29
zero,5.623413251903491e-06,3.9113338036387863e+27,1.0066877717120656e+28,1024,7.953659949438339e+21,1024,3.211331353378491e-33,5.666860994746996e-17,0.9999999999999999,154003218230.8408,1.540032182308408,True,False,False,False,4.465867414098954e-07,6.532078476617785e-08,3.464108579335997e+16,9.933566574463384e-30
zero,9.999999999999999e-06,6.955444368800076e+27,1.7901721367735296e+28,1024,2.5151681174684807e+22,1024,1.0155121398187086e-32,1.0077262226511269e-16,0.9999999999999999,205366592132.95175,2.0536659213295176,True,False,False,False,7.941560070455936e-07,1.1615860659727816e-07,1.095447317283184e+17,5.586054991350296e-30
zero,1.778279410038923e-05,1.2368723508708349e+28,3.1834262512497506e+28,1024,7.953659949438336e+22,1024,3.2113313533784903e-32,1.792018792696798e-16,0.9999999999999998,273860752059.63507,2.7386075205963505,True,False,False,False,1.4122312756879052e-06,2.065624584107512e-07,3.4641085793359974e+17,3.141269566422089e-30
zero,3.1622776601683795e-05,2.1995046344000436e+28,5.661021355974826e+28,1024,2.5151681174684815e+23,1024,1.0155121398187089e-31,3.186710121455525e-16,0.9999999999999997,365199182299.8895,3.6519918229988955,True,False,False,False,2.5113417997688036e-06,3.673257666788602e-07,1.0954473172831849e+18,1.766465690761911e-30
zero,5.623413251903491e-05,3.911333803638786e+28,1.0066877717120654e+29,1024,7.953659949438336e+23,1024,3.21133135337849e-31,5.666860994746995e-16,0.9999999999999994,487000936605.4235,4.870009366054235,True,False,False,False,4.465867414098953e-06,6.532078476617784e-07,3.4641085793359964e+18,9.933566574463385e-31
zero,0.0001,6.955444368800076e+28,1.7901721367735296e+29,1024,2.5151681174684815e+24,1024,1.0155121398187088e-30,1.007726222651127e-15,0.999999999999999,649426186446.9446,6.494261864469446,True,False,False,False,7.941560070455939e-06,1.1615860659727822e-06,1.0954473172831848e+19,5.586054991350296e-31
zero,0.00017782794100389227,1.2368723508708346e+29,3.18342625124975e+29,1024,7.953659949438334e+24,1024,3.2113313533784905e-30,1.7920187926967984e-15,0.9999999999999982,866023738235.0953,8.660237382350953,True,False,False,False,1.4122312756879048e-05,2.0656245841075113e-06,3.464108579335996e+19,3.1412695664220894e-31
zero,0.00031622776601683794,2.1995046344000437e+29,5.661021355974825e+29,1024,2.5151681174684814e+25,1024,1.0155121398187089e-29,3.1867101214555253e-15,0.9999999999999968,1154861215698.7002,11.548612156987001,True,True,False,False,2.5113417997688032e-05,3.6732576667886017e-06,1.0954473172831846e+20,1.7664656907619113e-31
zero,0.0005623413251903491,3.911333803638786e+29,1.0066877717120655e+30,1024,7.953659949438338e+25,1024,3.211331353378491e-29,5.666860994746995e-15,0.9999999999999943,1540032182308.408,15.400321823084079,True,True,False,False,4.465867414098954e-05,6.532078476617784e-06,3.464108579335997e+20,9.933566574463385e-32
zero,0.001,6.955444368800076e+29,1.7901721367735296e+30,1024,2.5151681174684817e+26,1024,1.0155121398187086e-28,1.007726222651127e-14,0.9999999999999899,2053665921329.5176,20.536659213295177,True,True,False,False,7.941560070455938e-05,1.1615860659727819e-05,1.0954473172831846e+21,5.586054991350296e-32
zero,0.0017782794100389228,1.2368723508708347e+30,3.1834262512497497e+30,1024,7.953659949438336e+26,1024,3.21133135337849e-28,1.792018792696798e-14,0.9999999999999821,2738607520596.3506,27.386075205963508,True,True,False,False,0.00014122312756879052,2.065624584107512e-05,3.464108579335997e+21,3.14126956642209e-32
zero,0.0031622776601683794,2.1995046344000437e+30,5.661021355974825e+30,1024,2.5151681174684816e+27,1024,1.0155121398187088e-27,3.186710121455525e-14,0.9999999999999681,3651991822998.8955,36.51991822998895,True,True,False,False,0.0002511341799768803,3.6732576667886017e-05,1.0954473172831847e+22,1.7664656907619112e-32
zero,0.005623413251903491,3.911333803638786e+30,1.0066877717120655e+31,1024,7.953659949438337e+27,1024,3.2113313533784907e-27,5.666860994746995e-14,0.9999999999999434,4870009366054.235,48.70009366054235,True,True,False,False,0.00044658674140989535,6.532078476617784e-05,3.4641085793359966e+22,9.933566574463385e-33
zero,0.01,6.955444368800077e+30,1.7901721367735299e+31,1024,2.515168117468481e+28,1024,1.0155121398187088e-26,1.0077262226511269e-13,0.9999999999998992,6494261864469.445,64.94261864469445,True,True,False,False,0.0007941560070455937,0.00011615860659727818,1.0954473172831843e+23,5.586054991350296e-33
zero,0.01778279410038923,1.2368723508708347e+31,3.183426251249751e+31,1024,7.953659949438337e+28,1024,3.211331353378491e-26,1.7920187926967984e-13,0.9999999999998208,8660237382350.954,86.60237382350954,True,True,False,False,0.0014122312756879051,0.0002065624584107512,3.4641085793359974e+23,3.1412695664220886e-33
zero,0.03162277660168379,2.1995046344000436e+31,5.661021355974825e+31,1024,2.5151681174684806e+29,1024,1.0155121398187086e-25,3.1867101214555247e-13,0.9999999999996814,11548612156987.0,115.48612156987,True,True,False,False,0.002511341799768803,0.00036732576667886015,1.0954473172831845e+24,1.7664656907619114e-33
zero,0.056234132519034905,3.911333803638786e+31,1.0066877717120654e+32,1024,7.953659949438335e+29,1024,3.21133135337849e-25,5.666860994746995e-13,0.9999999999994333,15400321823084.08,154.0032182308408,True,True,False,False,0.004465867414098953,0.0006532078476617784,3.464108579335996e+24,9.933566574463386e-34
zero,0.1,6.955444368800077e+31,1.7901721367735297e+32,1024,2.5151681174684817e+30,1024,1.0155121398187089e-24,1.0077262226511272e-12,0.9999999999989923,20536659213295.176,205.36659213295175,True,True,False,False,0.007941560070455938,0.001161586065972782,1.0954473172831845e+25,5.586054991350296e-34
zero,0.1778279410038923,1.2368723508708347e+32,3.1834262512497502e+32,1024,7.953659949438337e+30,1024,3.2113313533784908e-24,1.7920187926967985e-12,0.999999999998208,27386075205963.508,273.8607520596351,True,True,False,False,0.014122312756879052,0.002065624584107512,3.4641085793359975e+25,3.1412695664220895e-34
zero,0.31622776601683794,2.1995046344000437e+32,5.661021355974825e+32,1024,2.5151681174684815e+31,1024,1.0155121398187089e-23,3.1867101214555254e-12,0.9999999999968133,36519918229988.95,365.1991822998895,True,True,False,False,0.025113417997688025,0.0036732576667886005,1.0954473172831839e+26,1.7664656907619113e-34
zero,0.5623413251903491,3.911333803638786e+32,1.0066877717120655e+33,1024,7.953659949438337e+31,1024,3.2113313533784905e-23,5.666860994746995e-12,0.9999999999943331,48700093660542.35,487.00093660542353,True,True,False,False,0.044658674140989535,0.006532078476617784,3.4641085793359966e+26,9.933566574463385e-35
zero,1.0,6.955444368800076e+32,1.7901721367735297e+33,1024,2.515168117468481e+32,1024,1.0155121398187087e-22,1.007726222651127e-11,0.9999999999899227,64942618644694.45,649.4261864469445,True,True,False,False,0.07941560070455937,0.01161586065972782,1.0954473172831844e+27,5.586054991350296e-35
zero,1.7782794100389228,1.2368723508708347e+33,3.18342625124975e+33,1024,7.953659949438335e+32,1024,3.21133135337849e-22,1.792018792696798e-11,0.9999999999820798,86602373823509.55,866.0237382350955,True,True,False,False,0.1412231275687905,0.020656245841075116,3.4641085793359957e+27,3.1412695664220897e-35
zero,3.1622776601683795,2.1995046344000437e+33,5.661021355974826e+33,1024,2.5151681174684815e+33,1024,1.015512139818709e-21,3.1867101214555254e-11,0.9999999999681329,115486121569870.02,1154.8612156987,True,True,False,False,0.2511341799768803,0.03673257666788601,1.0954473172831847e+28,1.766465690761911e-35
zero,5.62341325190349,3.9113338036387854e+33,1.0066877717120654e+34,1024,7.953659949438336e+33,1024,3.21133135337849e-21,5.6668609947469955e-11,0.9999999999433314,154003218230840.8,1540.0321823084082,True,True,False,False,0.4465867414098954,0.06532078476617785,3.464108579335997e+28,9.933566574463386e-36
zero,10.0,6.955444368800077e+33,1.7901721367735297e+34,1024,2.5151681174684805e+34,1024,1.0155121398187087e-20,1.007726222651127e-10,0.9999999998992274,205366592132951.75,2053.6659213295175,True,True,False,False,0.7941560070455937,0.1161586065972782,1.0954473172831845e+29,5.5860549913502964e-36
zero,17.78279410038923,1.2368723508708349e+34,3.1834262512497507e+34,1024,7.953659949438337e+34,1024,3.211331353378491e-20,1.7920187926967982e-10,0.9999999998207981,273860752059635.06,2738.6075205963507,True,True,False,False,1.4122312756879052,0.20656245841075122,3.464108579335998e+29,3.141269566422089e-36
zero,31.622776601683793,2.1995046344000437e+34,5.661021355974825e+34,1024,2.515168117468481e+35,1024,1.0155121398187087e-19,3.186710121455525e-10,0.999999999681329,365199182299889.5,3651.991822998895,True,True,False,False,2.5113417997688026,0.3673257666788601,1.095447317283184e+30,1.7664656907619114e-36
zero,56.23413251903491,3.911333803638786e+34,1.0066877717120655e+35,1024,7.953659949438337e+35,1024,3.2113313533784905e-19,5.666860994746995e-10,0.9999999994333139,487000936605423.56,4870.009366054235,True,True,False,False,4.465867414098954,0.6532078476617784,3.464108579335997e+30,9.933566574463384e-37
zero,100.0,6.955444368800076e+34,1.7901721367735296e+35,1024,2.515168117468481e+36,1024,1.0155121398187087e-18,1.007726222651127e-09,0.9999999989922738,649426186446944.6,6494.261864469447,True,True,False,False,7.941560070455938,1.161586065972782,1.0954473172831846e+31,5.586054991350296e-37
zero,177.82794100389228,1.2368723508708346e+35,3.18342625124975e+35,1024,7.953659949438338e+36,1024,3.2113313533784904e-18,1.7920187926967982e-09,0.9999999982079812,866023738235095.4,8660.237382350953,True,True,False,False,14.12231275687905,2.065624584107512,3.4641085793359964e+31,3.1412695664220896e-37
zero,316.2277660168379,2.1995046344000432e+35,5.661021355974825e+35,1024,2.515168117468481e+37,1024,1.0155121398187087e-17,3.186710121455525e-09,0.9999999968132899,1154861215698700.0,11548.612156987,True,True,False,False,25.11341799768803,3.673257666788601,1.0954473172831843e+32,1.766465690761911e-37
zero,562.341325190349,3.911333803638786e+35,1.0066877717120654e+36,1024,7.953659949438339e+37,1024,3.21133135337849e-17,5.666860994746995e-09,0.999999994333139,1540032182308408.0,15400.32182308408,True,True,False,False,44.65867414098953,6.532078476617784,3.4641085793359964e+32,9.933566574463386e-38
zero,1000.0,6.955444368800076e+35,1.7901721367735296e+36,1024,2.515168117468482e+38,1024,1.0155121398187087e-16,1.0077262226511268e-08,0.9999999899227378,2053665921329517.5,20536.659213295174,True,True,False,False,79.41560070455937,11.615860659727819,1.0954473172831842e+33,5.586054991350297e-38
quadrature,0.0,0.0,0.0,0,5.586861966069099e-35,1024,4.3130157900052713e-88,5.164984548207172e-46,1.0,0.0022401127324030413,2.2401127324030414e-14,False,False,True,True,9.449002880503996e-35,1.3820748046926226e-35,1.5507857737997446e-39,
quadrature,1e-36,0.0006955444368800076,0.0005967240455911765,1024,5.586836814387923e-35,1024,4.3130168055174114e-88,5.165952514611303e-46,1.0,0.0022401131279968225,2.2401131279968224e-14,False,False,True,True,9.449006217806673e-35,1.3820752928289904e-35,1.5507868692470622e-39,55.860549913502965
quadrature,1.7782794100389228e-36,0.0012368723508708347,0.0010611420837499167,1024,5.586782429469604e-35,1024,4.3130190013366246e-88,5.168044906908272e-46,1.0,0.0022401139833797016,2.2401139833797017e-14,False,False,True,True,9.449013433977666e-35,1.3820763483147643e-35,1.550789237908324e-39,31.412695664220898
quadrature,3.1622776601683796e-36,0.002199504634400044,0.0018870071186582755,1024,5.586610449257352e-35,1024,4.31302594512667e-88,5.174656064244157e-46,1.0,0.0022401166883314234,2.2401166883314234e-14,False,False,True,True,9.449036253477722e-35,1.3820796860485424e-35,1.550796728272917e-39,17.664656907619108
quadrature,5.623413251903491e-36,0.003911333803638786,0.003355625905706885,1024,5.586066600074155e-35,1024,4.313047903318805e-88,5.195507015608359e-46,1.0,0.0022401252420753376,2.2401252420753374e-14,False,False,True,True,9.449108414710289e-35,1.3820902408364567e-35,1.5508204148855372e-39,9.933566574463386
quadrature,1e-35,0.006955444368800076,0.005967240455911766,1024,5.58434679795163e-35,1024,4.3131173412192537e-88,5.260899674316061e-46,1.0,0.0022401522907437937,2.2401522907437937e-14,False,False,True,True,9.449336604937304e-35,1.3821236174760263e-35,1.550895318531473e-39,5.586054991350295
quadrature,1.7782794100389227e-35,0.012368723508708346,0.010611420837499167,1024,5.57890830611966e-35,1024,4.31333692314061e-88,5.462539980941761e-46,1.0,0.002240237819696244,2.240237819696244e-14,False,False,True,True,9.450058169531715e-35,1.382229158373675e-35,1.551132184657678e-39,3.14126956642209
quadrature,3.162277660168379e-35,0.021995046344000433,0.018870071186582748,1024,5.561710284894415e-35,1024,4.3140313021450904e-88,6.05615929308492e-46,1.0,0.0022405082215421436,2.2405082215421437e-14,False,False,True,True,9.452339594625526e-35,1.3825628549743456e-35,1.5518812211170277e-39,1.7664656907619114
quadrature,5.62341325190349e-35,0.039113338036387856,0.03355625905706885,1024,5.507325366574716e-35,1024,4.3162271213586503e-88,7.635433320048223e-46,1.0,0.002241362663573289,2.241362663573289e-14,False,False,True,True,9.459550473113186e-35,1.3836175666305411e-35,1.5542498823790808e-39,0.9933566574463386
quadrature,1e-34,0.06955444368800076,0.05967240455911765,1024,5.335345154322251e-35,1024,4.3231709114034587e-88,1.1255090643047652e-45,1.0,0.0022440582352184295,2.2440582352184294e-14,False,False,True,True,9.482317185124077e-35,1.3869475792735544e-35,1.5617402469725765e-39,0.5586054991350297
quadrature,1.7782794100389228e-34,0.12368723508708347,0.10611420837499166,1024,4.791495971125265e-35,1024,4.345129103539057e-88,1.8517689688512897e-45,1.0,0.002252519064152356,2.252519064152356e-14,False,False,False,True,9.55395481524818e-35,1.3974257815679675e-35,1.5854268595931046e-39,0.314126956642209
quadrature,3.1622776601683794e-34,0.21995046344000435,0.18870071186582751,1024,3.071693848600617e-35,1024,4.4145670039871424e-88,3.204180184357957e-45,1.0,0.002278665407063883,2.278665407063883e-14,False,False,False,True,9.777039074844633e-35,1.430055587951868e-35,1.660330505528063e-39,0.17664656907619114
quadrature,5.623413251903491e-34,0.39113338036387857,0.3355625905706885,1024,2.3667979833692368e-35,1024,4.6341489253431207e-88,5.667164275050207e-45,1.0,0.002355917122929315,2.355917122929315e-14,False,False,False,True,1.0451202189034698e-34,1.5286632258326503e-35,1.897196631733344e-39,0.09933566574463387
quadrature,1e-33,0.6955444368800077,0.5967240455911765,1024,1.9564819208615716e-34,1024,5.32852792982398e-88,1.0077432776679353e-44,1.0,0.00256028874118882,2.56028874118882e-14,False,False,False,True,1.2343096523499803e-34,1.805384433971966e-35,2.6462330910829292e-39,0.05586054991350296
quadrature,1.7782794100389226e-33,1.2368723508708346,1.0611420837499166,1024,7.394973752831428e-34,1024,7.524347143383762e-88,1.7920283834930445e-44,1.0,0.0030039823007556397,3.0039823007556395e-14,False,False,False,True,1.6991861965037306e-34,2.4853441790294316e-35,5.0148943531357395e-39,0.0314126956642209
quadrature,3.162277660168379e-33,2.1995046344000433,1.887007118658275,1024,2.4592994978077894e-33,1024,1.4468137188192358e-87,3.186715514766464e-44,1.0,0.0037748969002218942,3.7748969002218945e-14,False,False,False,True,2.6832208611338238e-34,3.9246595587881745e-35,1.2505258946631589e-38,0.01766465690761911
quadrature,5.623413251903491e-33,3.911333803638786,3.3556259057068853,1024,7.897791329777646e-33,1024,3.6426329323790173e-87,5.666864027630371e-44,1.0,0.004923621766311356,4.923621766311356e-14,False,False,False,True,4.564735295136906e-34,6.676689298631432e-35,3.619187156715973e-38,0.009933566574463384
quadrature,1e-32,6.955444368800077,5.967240455911766,1024,2.509581255502412e-32,1024,1.0586422977187614e-86,1.007726393202724e-43,1.0,0.0065171250833930775,6.517125083393078e-14,False,False,False,True,7.9975754392827e-34,1.1697792511067145e-34,1.1109551750211822e-37,0.005586054991350295
quadrature,1.7782794100389227e-32,12.368723508708346,10.611420837499168,1024,7.948073087472266e-32,1024,3.254461511278543e-86,1.7920188886050145e-43,1.0,0.008669913526392835,8.669913526392836e-14,False,False,False,True,1.415388830524907e-33,2.070243036487985e-34,3.4796164370739927e-37,0.0031412695664220897
quadrature,3.1622776601683795e-32,21.995046344000436,18.870071186582752,1024,2.5146094312718744e-31,1024,1.0198251556087141e-85,3.1867101753886797e-43,1.0,0.011552697228754403,1.1552697228754404e-13,False,False,False,True,2.5131187796858288e-33,3.675856797303032e-34,1.0969981030569842e-36,0.0017664656907619108
quadrature,5.623413251903491e-32,39.11333803638786,33.55625905706885,1024,7.953101263241729e-31,1024,3.2156443691684964e-85,5.666861025075837e-43,1.0,0.015402045108537772,1.5402045108537773e-13,False,False,False,True,4.466866925021883e-33,6.533540428615329e-34,3.465659365109797e-36,0.0009933566574463384
quadrature,1e-31,69.55444368800077,59.67240455911766,1024,2.515112248848821e-30,1024,1.0159434413977095e-84,1.0077262243566433e-42,1.0,0.020537386000148837,2.0537386000148836e-13,False,False,False,True,7.942122179757982e-33,1.1616682838653643e-33,1.0956023958605642e-35,0.0005586054991350296
quadrature,1.7782794100389228e-31,123.68723508708348,106.11420837499168,1024,7.953604080818677e-30,1024,3.211762654957491e-84,1.7920187936558806e-42,1.0,0.02738638170056307,2.738638170056307e-13,False,False,False,True,1.4122628861817915e-32,2.0656708197449826e-33,3.464263657913377e-35,0.00031412695664220894
quadrature,3.162277660168379e-31,219.95046344000434,188.70071186582751,1024,2.5151625306065146e-29,1024,1.0155552699766087e-83,3.1867101219948567e-42,1.0,0.03652004747917351,3.6520047479173514e-13,False,False,False,True,2.511359575791855e-32,3.673283667197214e-33,1.095462825140922e-34,0.0001766465690761911
quadrature,5.623413251903491e-31,391.1333803638786,335.56259057068854,1024,7.953654362576372e-29,1024,3.211374483536391e-83,5.6668609950502836e-42,1.0,0.0487001481646694,4.87001481646694e-13,False,False,False,True,4.4658774103155045e-32,6.532093097757403e-33,3.464124087193736e-34,9.933566574463386e-05
