kappa,r,hidden_metric,t,V_hat,dV_hat_dr,V_over_S
1e-3,0.4,1.37765050897427775019833048790807192662257646640086052150294,0.000526892341452403851213494785485772337330632967007701989157347,0.00072601231014629370673725170766733773566557168839799154164603,-0.000496758863461670151823050091099321303042440669341991971816897,0.72601231014629370673725170766733773566557168839799154164603
1e-3,0.45,1.42475669613776085453657577869105855012131746232986498575766,0.000492627425832339896069161428149126550415899716780563804651222,0.000701995564546075514195870286849261970554006879738039231636451,-0.000464453591206027381797763818438838902846155265637245434002714,0.701995564546075514195870286849261970554006879738039231636451
1e-3,0.5,1.47186611822271323230817168172632834708864496028365801194076,0.000461597431681549374275440323095654232087668491341987548530783,0.000679516156045163647096067179324106722840103212115732275953847,-0.000435198232160423537715268979370970665033184960874430889454229,0.679516156045163647096067179324106722840103212115732275953847
1e-3,0.55,1.51897838076153162382046451962652820733861062841365840668581,0.000433407891396772593178654082972245196397607442110779854360294,0.000658431138283301884440293672493693695876556878122690451444608,-0.000408620878701894175129918113506260562668785549004097789693152,0.658431138283301884440293672493693695876556878122690451444608
1e-3,0.6,1.56609314758338343627006579930900352915019957110927332878142,0.000407722634145416749390309625124297722330820958494099510748257,0.000638614742322981242710116126063358663118432551443993317796631,-0.000384404585929954628809178961815437301468782265726482645803132,0.638614742322981242710116126063358663118432551443993317796631
1e-3,0.65,1.61321013078198636554890058829540720036722968057437769137689,0.00038425375364517773483547447120469965370520124436685966699299,0.00061995587364500154821922714543515768054067381518538920191219,-0.00036227791319852030764883166624135167277302059001690515233353,0.61995587364500154821922714543515768054067381518538920191219
1e-3,0.7,1.66032908263943790302960271414660003264271228729359643468051,0.00036275353199354692214797618207426264353207878435400053139322,0.000602356034061548645623627233292712191335865059669023251470675,-0.000342007309829344333671428952278615656860825537917491947272137,0.602356034061548645623627233292712191335865059669023251470675
1e-3,0.75,1.70744978908248378933069797283849355225364024537001507547376,0.00034300789593626492985361073364451296880430768154103888541637,0.000585727586778339414729510003510657364292228431626779910609401,-0.00032339094562275006606510687041352438044180069451544898712542,0.585727586778339414729510003510657364292228431626779910609401
1e-3,0.8,1.75457206434799112612282487558952055756812637700604253000056,0.00032483108234043342859088934434824899763471013833689097299752,0.000569992300322473794321672905708889185320247904806193658552063,-0.000306253681417448349459669092523107785667121632052802699333391,0.569992300322473794321672905708889185320247904806193658552063
1e-3,0.85,1.80169574660904796876012558683157687764367193904907592096922,0.000308061264294107772501976446081299787524543002138679502435006,0.000555080120444978995914541715011248469233813052002290406715731,-0.000290442945337686467331750552867935848273539417948326996501229,0.555080120444978995914541715011248469233813052002290406715731
1e-3,0.9,1.84882069436910719110861399783136855822252617651362593037749,0.000292556945250161827600763305549711080723051287457086471485539,0.000540928129443016119110325159856581793722567977639726207654586,-0.000275825333159481258035391661022076341009906375157399397567547,0.540928129443016119110325159856581793722567977639726207654586
1e-3,0.95,1.8959467834739282570432209856589431593040805224764141348053,0.000278193970968059468818126992801042876621668071013688460069138,0.000527479660381473218196536703969212825220433967954234810385327,-0.000262283791142304508533183352207518786003765095788385820189939,0.527479660381473218196536703969212825220433967954234810385327
1e-3,1.0,1.94307390462332102564188160107567994108554957560023447218084,0.000264863041257659774089118269214555372434992015602423396390411,0.00051468353998224087806629538290457194226673233531336067313679,-0.000249715270078644718801651680241862615186195067447569790254114,0.51468353998224087806629538290457194226673233531336067313679
